2384;"kilpikonna {@fi}";"kilpkonn {@et}";"teknősbéka {@hu}";"tortoise {@en}";"schildpad {@nl}";"Schildkröte {@de}";"sköldpadda {@sv}";"skilpadde {@nb}";"skjelpadde {@nn}";"skildpadder {@da}";"skjaldbaka {@is}";"vėžlys {@lt}";"bruņurupucis {@lv}";"breshka {@sq}";"χελώνια {@el}";"testudo {@la}";"tartaruga {@it}";"tortue {@fr}";"tortuga {@es}";"tortuga {@ca}";"tartaruga {@pt}";"testoasă {@ro}";"żółw {@pl}";"želva {@cs}";"korytnačka {@sk}";"želva {@sl}";"kornjače {@hr}";"корњача {@sr}";"костенурка {@bg}";"черепаха {@ru}";"чарапаха {@be}";"черепаха {@uk}";"Q1705322"
2385;"kotilo {@fi}";"tigu {@et}";"csiga {@hu}";"snail {@en}";"slak {@nl}";"Schnecke {@de}";"snäcka {@sv}";"snegl {@nb}";"snigl {@nn}";"snegl {@da}";"snigill {@is}";"sraigė {@lt}";"gliemezis {@lv}";"kërmill {@sq}";"σαλιγκάρι {@el}";"cochlea {@la}";"chiocciola {@it}";"limaçon {@fr}";"caracol {@es}";"cargol {@ca}";"caracol {@pt}";"melc {@ro}";"ślimak {@pl}";"hlemýžď {@cs}";"slimák {@sk}";"polž {@sl}";"puž {@hr}";"пуж {@sr}";"охлюв {@bg}";"улитка {@ru}";"слімак {@be}";"равлик {@uk}";"Q1578335"
2386;;;;"lioncel {@en}";"welp {@nl}";"Löwchen {@de}";;;;;;;;;;"leunculus {@la}";"lioncello {@it}";"lionceau {@fr}";"leoncillo {@es}";"lleonet {@ca}";"leãozinho {@pt}";;;;;;;;;;;;"Q3830486"
2388;"haikara {@fi}";"haigur {@et}";"gém {@hu}";"heron {@en}";"reiger {@nl}";"Reiher {@de}";"häger {@sv}";"hegre {@nb}";"hegre {@nn}";"hejre {@da}";"hegri {@is}";"garnys {@lt}";"gārnis {@lv}";"gatë {@sq}";"ερωδιός {@el}";"ardea {@la}";"airone {@it}";"héron {@fr}";"garza {@es}";"ardeids {@ca}";"garça {@pt}";"stârc {@ro}";"czapla {@pl}";"volavka {@cs}";"volavka {@sk}";"čaplja {@sl}";"čaplja {@hr}";"чапља {@sr}";"чапла {@bg}";"цапля {@ru}";"чапля {@be}";"чапля {@uk}";"Q989839"
2389;;;"zsákmányoló {@hu}";"ravissant {@en}";;;;;;;;;;;;"rapiens {@la}";"rapace {@it}";"ravissant {@fr}";"ravisante {@es}";"rapinyant {@ca}";"arrebatador {@pt}";;;;;;;;;;;;
2390;;;;"at gaze {@en}";;;;;;;;;;;;"intuens {@la}";;;;;;;;;;;;;;"пристально смотрящий {@ru}";;;
2391;"laiduntava {@fi}";;"legelő {@hu}";"pascuant {@en}";"grazend {@nl}";"äsend {@de}";"betande {@sv}";;;"græssende {@da}";;;;;;"pascens {@la}";"pascolante {@it}";"paissant {@fr}";"paciendo {@es}";"pasturant {@ca}";"pascente {@pt}";;"wypas {@pl}";"pasoucí se {@cs}";"pasúce sa {@sk}";;;;;"пасущийся {@ru}";;"що пасеться {@uk}";"Q47462452"
2392;;;"kegyes {@hu}";"in her piety {@en}";"voedend haar jongen {@nl}";"heraldischer Pelikan {@de}";;;;;;"besiaukojantis {@lt}";"ar mazuļiem {@lv}";;"που θηλάζει τους νεοσσούς με το δικό του αίμα {@el}";"nutritus {@la}";"con la sua pietà {@it}";"avec sa piété {@fr}";"con la piedad {@es}";"en la seva pietat {@ca}";;"pietate {@ro}";"karmiącego własną krwią młode {@pl}";;;;;;"самонараняващ се {@bg}";"раненый {@ru}";;"кровоточащий {@uk}";"Q3904403"
2393;"pyrstö levitettynä {@fi}";;"sátorozó {@hu}";"in his pride {@en}";"gespiegeld {@nl}";"radschlagend {@de}";;;;;;;;;;"cauda expansa {@la}";"rotante {@it}";"rouant {@fr}";"ruante {@es}";"fent la roda {@ca}";;;;;;;;;;"с распущенным хвостом {@ru}";;"з розгорнутим хвостом {@uk}";
2394;;;"tarpajzs {@hu}";"plain [field] {@en}";"effen {@nl}";"ledig {@de}";"utan bild {@sv}";;;"enkeltfarvet {@da}";;;;;;"scutum purum {@la}";"pieno [campo] {@it}";"plain {@fr}";"lleno [campo] {@es}";"pla {@ca}";"pleno {@pt}";"plin {@ro}";"puste {@pl}";;;;;;;"пустой щит {@ru}";;"пустий щит {@uk}";"Q1811628"
2395;"evät {@fi}";"uimedega {@et}";"uszószárnyas {@hu}";"finned {@en}";"gevind {@nl}";"geflosst {@de}";"med fenor {@sv}";;;"finner {@da}";;;;;"έχων πτερύγια {@el}";"pinnatus {@la}";"alettato {@it}";"lorré {@fr}";"loreado {@es}";"lorrat {@ca}";;;"płetwy {@pl}";"ploutev {@cs}";;;;;;"с плавниками другого цвета {@ru}";;"з плавцями іншого кольору {@uk}";
2396;"kaikki {@fi}";"kõik {@et}";;"all {@en}";"alles {@nl}";;"allt {@sv}";"alt {@nb}";;;;;;;"όλα {@el}";"omnis {@la}";"il tutto {@it}";"le tout {@fr}";"el todo {@es}";"del tot {@ca}";"tudo de {@pt}";;"wszystko {@pl}";"vše {@cs}";"všetko {@sk}";;"sve {@hr}";"све {@sr}";"всичко {@bg}";"все {@ru}";"усе {@be}";"усе {@uk}";"Q3796139"
2397;;;"árnyék {@hu}";"adumbrated {@en}";"schaduw {@nl}";"Schattenfarbe {@de}";"konturen av {@sv}";;;"skygge {@da}";;;;;;"linearis {@la}";"ombra {@it}";"ombre {@fr}";"sombra {@es}";"ombra {@ca}";"sombra {@pt}";"umbră {@ro}";"cień figury {@pl}";;;;;;;"в рельефном изображении {@ru}";;"у рельєфному зображенні {@uk}";"Q833486"
2398;;;"csörgős {@hu}";"belled [hawk] {@en}";"gebeld {@nl}";"beglockt {@de}";"med bjällror {@sv}";;;;;;;;;"cumbalatus {@la}";"sonagliato {@it}";"grilleté {@fr}";"grilletado {@es}";"cascavellat {@ca}";;;;;;;;;;"с бубенчиком {@ru}";;"з балабончиком {@uk}";
2399;;;;"jessed {@en}";"gebonden {@nl}";"gefesselt {@de}";;;;;;;;;;"ligatus {@la}";"guinzagliato {@it}";"longé {@fr}";;;;;;"obnožka s kroužkem {@cs}";;;;;;"с путами {@ru}";;"з путами {@uk}";
2400;;;"csuklyás {@hu}";"hooded {@en}";"gepluimd {@nl}";"mit Haube {@de}";;;;;;;;;;"calyptratus {@la}";"incappucciato {@it}";"chaperonné {@fr}";"chaperonado {@es}";"capirotat {@ca}";"caparão {@pt}";;;"kukla {@cs}";"kukla {@sk}";;;;;"с клобучком на голове {@ru}";;"з клобучком на голові {@uk}";
2401;;;;"with port closed {@en}";"gesloten [gebouw] {@nl}";"mit geschlossenem Tor {@de}";"stängd dörr {@sv}";;;;;;;;;"porta clausa {@la}";"chiuso [porta] {@it}";"portillé {@fr}";;"portalat {@ca}";;;;"vrata {@cs}";"vráta {@sk}";;;;;;;;"Q3675242"
2402;"valakäsi {@fi}";;"ksküvő {@hu}";"in benediction {@en}";"zwerende hand {@nl}";"Schwurhand {@de}";"med till edgång uppsträckta fingrar {@sv}";;;;;;;;;"manus benedicens {@la}";"benedicente {@it}";"jurante {@fr}";"jurando {@es}";"beneint {@ca}";;;;;;;"na prisegu {@hr}";;;"клянущийся {@ru}";;"який клянеться {@uk}";
2403;;;"bekötött-fejű {@hu}";"wreathed {@en}";"omwonden {@nl}";"mit Stirnbinde {@de}";;;;"med vulst {@da}";;;;;;"cochleatus {@la}";"attortigliato {@it}";"tortillé {@fr}";"tortillada {@es}";"tortellat {@ca}";;;"nałęcz {@pl}";;;;;;;"с головной повязкой {@ru}";;"з головною пов'язкою {@uk}";
2404;;;"szerszámos {@hu}";"barded {@en}";"met harnas en dek {@nl}";"geharnischt [Pferd] {@de}";;;;"beslået {@da}";;;;;;"cataphractus {@la}";"bardato {@it}";"bardé {@fr}";"bardado {@es}";"guarnit [cavall] {@ca}";;;;;;;;;;"в броне {@ru}";;"у броні {@uk}";
2405;"runko {@fi}";;;"trunked {@en}";"gestamd {@nl}";"mit Stamm {@de}";"trädstam {@sv}";;;;;;;;;"truncatus {@la}";"fustato {@it}";"futé {@fr}";"fustado {@es}";"fustat {@ca}";"tronco {@pt}";;"pień {@pl}";"kmen {@cs}";"kmeň {@sk}";;;;;"со стволом другого цвета {@ru}";;"зі стовбуром іншого кольору {@uk}";
2406;"terhot {@fi}";"tõrud {@et}";"makkos {@hu}";"acorned {@en}";"met eikels {@nl}";"mit Eicheln {@de}";"med ekollon {@sv}";;;"agernbærende {@da}";;;;;;"glandifer {@la}";"ghiandifero {@it}";"englanté {@fr}";"englandado {@es}";"englanat {@ca}";"landado {@pt}";;"żołędzie {@pl}";"žaludů {@cs}";"žaluďov {@sk}";;;;;"с желудями {@ru}";"з жалудамі {@be}";"з жолудями {@uk}";
2407;"nokka {@fi}";"nokk {@et}";"csőrös {@hu}";"beaked {@en}";"gesnaveld {@nl}";"beschnabelt {@de}";"med näbb {@sv}";;;"med næb {@da}";;;;;"με ράμφος {@el}";"rostratus {@la}";"imbeccato {@it}";"becqué {@fr}";"picado {@es}";"becat {@ca}";"bicado {@pt}";;"dziób {@pl}";;;;;;;"з клювом другого цвета {@ru}";;"із дзьобом іншого кольору {@uk}";
2408;"naulattu {@fi}";;"szegecselt {@hu}";"nailed {@en}";"gespijkerd {@nl}";"mit Nagelköpfchen {@de}";"spikad {@sv}";;;"sømbeslået {@da}";;;;;;"clavis suffixus {@la}";"inchiodato {@it}";"cloué {@fr}";"clavado {@es}";"clavetejat {@ca}";;;;;;;;;;"с гвоздями {@ru}";;"зі цвяхами {@uk}";
2409;"laukkaava {@fi}";;"vágtató {@hu}";"in full career {@en}";"galopperend {@nl}";;"galopperande {@sv}";;;;;;;;;"quadrupedo currens {@la}";"galoppante {@it}";"galopant {@fr}";"galopante {@es}";"galopant {@ca}";;;;"cválající {@cs}";"cválajúci {@sk}";;;;;"галопирующий {@ru}";;;
2410;"tultasyöksevä {@fi}";;;"incensed {@en}";"vuurspuwende {@nl}";"feuerspeiend {@de}";"eldsprutande {@sv}";;;;;;;;;"incensus {@la}";"vomitante {@it}";"crachant {@fr}";"flamante {@es}";"encès [2] {@ca}";;;"wypluwające płomienie {@pl}";;;;;;;"изрыгающий пламя {@ru}";;"який вивергає полум'я {@uk}";
2411;"kovera kumokärki {@fi}";;;;;"eingebogene gestürzte Spitze {@de}";"inböjd nedvänd spets {@sv}";"innbøyd nedvendt spiss {@nb}";;"indadbuet nedadvendt spids {@da}";;;"apvērsta ieliektā smaile {@lv}";;;"cuspis inversa concava {@la}";;;;;;;;"klín vydutý {@cs}";;;;;;;;;
2412;"kovera kärki {@fi}";;;;;"eingebogene Spitze {@de}";"inböjd spets {@sv}";"innbuet spiss {@nb}";"innbøygd spiss {@nn}";"indbøjet spids {@da}";"geisli með bogalínum {@is}";;"ieliekta smaile {@lv}";;;"cuspis concava {@la}";;;;;;;"wklęsła ostrość {@pl}";"hrot vydutý {@cs}";;;;;;;;;
2413;"ankkuriköysi {@fi}";"ankruköis {@et}";"horgonykötél {@hu}";"cabled {@en}";"ankertouw {@nl}";"Unklar {@de}";"med tross {@sv}";;;;;;;;;"ancorale {@la}";"cordato [gomena] {@it}";"gumène {@fr}";"gumena {@es}";"﻿gúmena {@ca}";"cordoado {@pt}";;;"řetěz kotevní {@cs}";;;;;;;;;
2414;"pellavaloukku {@fi}";;"tiloló {@hu}";"hemp-brake {@en}";"vlasbraak {@nl}";"Flachsbreche {@de}";"linbråka {@sv}";;;;;;;;;"lignum, quo tunditur linum {@la}";"trincia {@it}";"broye {@fr}";"agramadera {@es}";;;;;;;;;;;;;;"Q56855161"
2415;"viistepintainen {@fi}";;"facettás {@hu}";"facetted {@en}";"verheven {@nl}";"facettiert {@de}";"facetterad {@sv}";;;"facetteret {@da}";;;;;;;"faccettato {@it}";"relevé {@fr}";"realzado {@es}";;;;;"fasetový {@cs}";;;;;;"гранёный {@ru}";"гранёны {@be}";"гранований {@uk}";
2416;;"ramm {@et}";"döngölő {@hu}";"paviour's ram {@en}";"heipaal {@nl}";"Handramme {@de}";;;;;;;;;;"fistuca {@la}";"mazzapicchio {@it}";"hie {@fr}";"aplanadora {@es}";;;;;;;;"nabijač {@hr}";"набијач {@sr}";;;;;"Q3853269"
2417;"allianssivaakuna {@fi}";;"házassági címer {@hu}";"arms of alliance {@en}";"alliantiewapen {@nl}";"Allianzwappen {@de}";"alliansvapen {@sv}";"alliansevåpen {@nb}";;"alliancevåben {@da}";;;"alianses ģerboņus {@lv}";;;"insigne matrimonii {@la}";"arma d'alleanza {@it}";"armes d'alliance {@fr}";"escudos de alianzas {@es}";"armes d'aliança {@ca}";;;;"alianční znaky {@cs}";;;;;;"альянсный герб {@ru}";;;"Q1433606"
2418;"vaakunakirje {@fi}";"aadliürik {@et}";"címereslevél {@hu}";"patent of arms {@en}";"adelsbrief {@nl}";"Adelsbrief {@de}";"sköldebrev {@sv}";"adelsbrev {@nb}";;;;;"muižniecības diploms {@lv}";;;"litterae patentes {@la}";"lettere patenti di nobiltà generosa {@it}";"lettres d'anoblissement {@fr}";"patente real {@es}";"carta-patente {@ca}";;"diplomă de înnobilare {@ro}";"list herbowy {@pl}";"erbovní listina {@cs}";"armáles {@sk}";;;;;"дворянская грамота {@ru}";;;"Q355379"
2419;"aatelisvaakuna {@fi}";"aadlivapp {@et}";;"noble arms {@en}";"adelswapen {@nl}";"Adelswappen {@de}";"adelsvapen {@sv}";;;;;;;;;"insigne nobile {@la}";"arma gentilizia {@it}";"armoirie de noblesse {@fr}";;;;;"herb szlachecki {@pl}";;;;;;;"благородный герб {@ru}";;;
2421;"shakkikuningas {@fi}";"kuningas [male] {@et}";"király [sakk] {@hu}";"chess king {@en}";"schaakkoning {@nl}";"Schachkönig {@de}";"kung [schack] {@sv}";"konge [sjakk] {@nb}";"konge [sjakk] {@nn}";"konge [skak] {@da}";"kóngur [skák] {@is}";"karalius [šachmatai] {@lt}";"karalis [šahs] {@lv}";"mbreti [shahu] {@sq}";"βασιλιάς [σκάκι] {@el}";"rex [scacci] {@la}";"re [scacchi] {@it}";"roi [échecs] {@fr}";"rey [ajedrez] {@es}";"rei [escacs] {@ca}";"rei [xadrez] {@pt}";"rege [șah] {@ro}";"król [szachy] {@pl}";"král [šachy] {@cs}";"kráľ [šach] {@sk}";"kralj [šah] {@sl}";"kralj [šah] {@hr}";"краљ [шах] {@sr}";"цар {@bg}";"король шахмат {@ru}";"шахматны кароль {@be}";"шаховий король {@uk}";
2422;"shakkilähetti {@fi}";"oda [male] {@et}";"futó [sakk] {@hu}";"chess bishop {@en}";"loper {@nl}";"Schachläufer {@de}";"löpare {@sv}";"løper {@nb}";"løpar {@nn}";"løber {@da}";"biskup [skák] {@is}";"rikis {@lt}";"laidnis {@lv}";"oficeri {@sq}";"αξιωματικός {@el}";"episcopus [scacci] {@la}";"alfiere {@it}";"fou {@fr}";"alfil {@es}";"alfil {@ca}";"bispo {@pt}";"nebun {@ro}";"goniec {@pl}";"střelec {@cs}";"strelec {@sk}";"laufar {@sl}";"lovac {@hr}";"ловац {@sr}";"офицер {@bg}";"шахматный слон {@ru}";"шахматны слон {@be}";"шаховий слон {@uk}";
2423;"shakkisotilas {@fi}";"ettur {@et}";"gyalog {@hu}";"chess pawn {@en}";"pion {@nl}";"Schachbauer {@de}";"bonde [schack] {@sv}";"bonde [sjakk] {@nb}";"bonde [sjakk] {@nn}";"bonde [skak] {@da}";"peð {@is}";"pėstininkas {@lt}";"bandinieks {@lv}";"ushtari {@sq}";"πιόνι {@el}";"pedes [scacci] {@la}";"pedone {@it}";"pion {@fr}";"peón {@es}";"peó {@ca}";"peão {@pt}";"pion {@ro}";"pion {@pl}";"pěšec {@cs}";"pešiak {@sk}";"pion {@sl}";"pješak {@hr}";"пешак {@sr}";"пешка {@bg}";"пешка шахматы {@ru}";"пешка шахматы {@be}";"пішак шахи {@uk}";
2424;"nenärengas {@fi}";;;"ringed {@en}";"met neusring {@nl}";"mit Nasenring {@de}";"med näsring {@sv}";;;;;;;;;"anulatus {@la}";"anellato [animale] {@it}";"bouclé {@fr}";"anillado [animal] {@es}";"argollat {@ca}";"argolado {@pt}";;"kółko nosowe {@pl}";;;;;;;"с кольцом в ноздрях {@ru}";;"з кільцем у ніздрях {@uk}";"Q3616594"
2425;;;;"doloire {@en}";;"Beilklinge {@de}";;;;;;;;;;"ferrum securis {@la}";"ascia da bottaio {@it}";"doloire {@fr}";"doladera {@es}";;;;;;;;;;;;;;"Q55367792"
2426;"pähkinäpensas {@fi}";"sarapuu {@et}";"mogyoróbokor {@hu}";"hazel {@en}";"hazelaar {@nl}";"Hasel {@de}";"hassel {@sv}";"hassel {@nb}";"hassel {@nn}";"hassel {@da}";"hesli {@is}";"lazdynas {@lt}";"lazda {@lv}";"lajthia {@sq}";"φουντουκιά {@el}";"corylus {@la}";"nocciòlo {@it}";"noisetier {@fr}";"avellano {@es}";"avellaner {@ca}";"aveleira {@pt}";"alun {@ro}";"leszczyna {@pl}";"líska {@cs}";"lieska {@sk}";"leska {@sl}";"lijeska {@hr}";"леска {@sr}";"леска {@bg}";"лещина {@ru}";"ляшчына {@be}";"ліщина {@uk}";"Q3877631"
2427;"käsiraudat {@fi}";"käerauad {@et}";"bilincs {@hu}";"shacklebolt {@en}";"handboei {@nl}";"Handfessel {@de}";"handbojor {@sv}";"håndjern {@nb}";"håndjern {@nn}";"håndjern {@da}";"handjárn {@is}";"antrankiai {@lt}";"rokudzelži {@lv}";"pranga {@sq}";"δεσμά {@el}";"manicae {@la}";"ceppi {@it}";"ceps {@fr}";"cepos {@es}";"manilla {@ca}";"algemas {@pt}";"cătușe {@ro}";"kajdanki {@pl}";"pouta {@cs}";"putá {@sk}";"lisice {@sl}";"lisice {@hr}";"лисице {@sr}";"белезници {@bg}";"наручники {@ru}";"кайданкі {@be}";"наручники {@uk}";
2428;"suka {@fi}";"suga {@et}";"lóvakaró {@hu}";"currycomb {@en}";"roskam {@nl}";"Striegel {@de}";"ryktskrapa {@sv}";"striglebørste {@nb}";;"strigle {@da}";"hrossaklóra {@is}";;;"kruese {@sq}";"ξύστρα άλογου {@el}";"strigilis {@la}";"striglia {@it}";"étrille {@fr}";"almohaza {@es}";"estríjol {@ca}";"escova de cavalo {@pt}";"țesală {@ro}";"zgrzebło {@pl}";"hřebelec {@cs}";"hřebelec {@sk}";;"češagija {@hr}";"чешагија {@sr}";"чесало {@bg}";"скребница {@ru}";"скребница {@be}";"скребниця {@uk}";"Q2167736"
2431;"viuhkajakoinen oikealta {@fi}";;;;;"zur rechten geständert {@de}";;;;;;;;;;"a dextra parte angulatus {@la}";;"gironné se réunissant non en cœur, mais au bord dextre {@fr}";;;;;;"štenýř k pravému okraji {@cs}";;;;;;;;;
2432;"viuhkajakoinen vasemmalta {@fi}";;;;;"zur linken geständert {@de}";;;;;;;;;;"a sinistra parte angulatus {@la}";;"mal gironné du flanc senestre {@fr}";;;;;;"štenýř k levému okraji {@cs}";;;;;;;;;
2433;"viuhkajakoinen alhaalta {@fi}";;;;;"zum Schildfuß geständert {@de}";;;;;;;"piecreiz nosmailināts pret pēdu {@lv}";;;"a pede angulatus {@la}";;"pilé {@fr}";;;;;;"štenýř k dolnímu okraji {@cs}";;;;;;;;;
2434;"kiila oikealle {@fi}";;;"pile issuing from the sinister to dexter {@en}";;"rechter Seitenkeil {@de}";"dextervänd kil {@sv}";;;;;;;;;"cuspis angustior ad dextrum {@la}";;;;;;;;;;;;;;"узкое остриё, направленное вправо {@ru}";;;
2435;"kiila vasemmalle {@fi}";;;"pile issuing from the dexter to sinister {@en}";;"linker Seitenkeil {@de}";"sinistervänd kil {@sv}";;;;;;;;;"cuspis angustior ad sinistrum {@la}";;;;;;;;;;;;;;"узкое остриё, направленное влево {@ru}";;;
2436;"palkittainen kumokiila {@fi}";;;"pile issuing from dexter chief bendwise {@en}";;"schrägrechter Keil {@de}";"kil ned mot sinister {@sv}";;;"kile ned mod sinister {@da}";;;;;;"cuspis angustior inversa in taeniam {@la}";"pila posta in banda {@it}";;;;;;;;;;;;;;;;
2437;"vastapalkittainen kumokiila {@fi}";;;"pile issuing from sinister chief bend sinisterwise {@en}";;"schräglinker Keil {@de}";"kil ned mot dexter {@sv}";;;;;;;;;"cuspis angustior inversa in vittam {@la}";"pila posta in sbarra {@it}";;;;;;;;;;;;;;;;
2438;"palkittainen kiila {@fi}";;;"pile issuing from sinister base bendwise {@en}";"schuine punt {@nl}";"schrägrechter steigender Keil {@de}";"kil upp mot dexter {@sv}";;;"kile mod överste dekster hjörne {@da}";;;;;;"cuspis angustior in taeniam {@la}";"pila rovesciata posta in banda {@it}";;;;;;;;;;;;;;;;
2439;"vastapalkittainen kiila {@fi}";;;"pile issuing from dexter base bend sinisterwise {@en}";"punt uitgaande van flank {@nl}";"schräglinker steigender Keil {@de}";"kil upp mot sinister {@sv}";;;;;;;;;"cuspis angustior in vittam {@la}";"pila rovesciata posta in sbarra {@it}";;;;;;;;;;;;;;;;
2441;"lohkoinen ja yläkenttä vastalohkoinen {@fi}";;;"per bend the sinister per bend sinister {@en}";"geschuind en half linksgeschuind {@nl}";"halbschräglinks und schrägrechts geteilt {@de}";;;;;;;;;;"semisectus in vittam et superne sectus in taeniam {@la}";;"tranché mi-taillé à senestre {@fr}";;;;;;;;;;;;"полускошенный слева и скошенный справа {@ru}";;"напівскошений зліва і скошений справа {@uk}";
2442;"vastalohkoinen ja yläkenttä lohkoinen {@fi}";;;"per bend sinister the dexter per bend {@en}";;"halbschrägrechts und schräglinks geteilt {@de}";;;;;;;;;;"in vittam bipartitus et supra in taeniam sectus {@la}";;"taillé mi-tranché à dextre {@fr}";;;;;;;;;;;;"полускошенный справа и скошенный слева {@ru}";;"напівскошений справа і скошений зліва {@uk}";
2443;"vastalohkoinen ja alakenttä lohkoinen {@fi}";;;"per bend sinister the sinister per bend {@en}";;"schräglinks und halbschrägrechts geteilt {@de}";;;;;;;;;;"in vittam bipartitus et infra in taeniam sectus {@la}";;"taillé mi-tranché à senestre {@fr}";;;;;;;;;;;;"скошенный слева и полускошенный справа {@ru}";;"скошений зліва і напівскошений справа {@uk}";
2444;"mispeli {@fi}";"astelpihlakas {@et}";"naspolya {@hu}";"medlar {@en}";"mispel {@nl}";"Mispel {@de}";"mispel {@sv}";"mispel {@nb}";"mispel {@nn}";"mispel {@da}";;"mespils {@lt}";"mespils {@lv}";"mushmolla {@sq}";"μεσπιλέα η γερμανική {@el}";"mespilus {@la}";"nespolo {@it}";"néflier {@fr}";"níspero {@es}";"nespra {@ca}";"nêspera {@pt}";"moşmon {@ro}";"nieszpułka {@pl}";"mišpule {@cs}";"mišpule {@sk}";"nešplja {@sl}";"mušmula {@hr}";"мушмула {@sr}";"мушмула {@bg}";"мушмула германская {@ru}";"мушмула германская {@be}";"мушмула германська {@uk}";"Q30055313"
2445;"viininoksa {@fi}";;"szőlőkacs {@hu}";"vine-slip {@en}";"wijnrank {@nl}";"Weinrebe {@de}";;;;;;;;;"άμπελος {@el}";"ramus vitis {@la}";"tralcio di vite {@it}";"pampre {@fr}";"pámpano {@es}";;"pâmpano {@pt}";;"gałąź wina {@pl}";"větev vinná {@cs}";"konár vínna {@sk}";;;;;"виноград {@ru}";"вінаград {@be}";"виноград {@uk}";"Q53864873"
2446;"päärynäpuu {@fi}";"pirnipuu {@et}";"körtefa {@hu}";"pear tree {@en}";"perenboom {@nl}";"Birnbaum {@de}";"päronträd {@sv}";"pæretre {@nb}";"pæretre {@nn}";"pæretræ {@da}";"perutré {@is}";"kriaušė {@lt}";"bumbiere {@lv}";"pemë dardhe {@sq}";"αχλαδιά {@el}";"pirus {@la}";"pero {@it}";"poirier {@fr}";"peral {@es}";"perera {@ca}";"pereira {@pt}";"păr {@ro}";"drzewa gruszy {@pl}";"hrušeň {@cs}";"hruška {@sk}";"hruška {@sl}";"kruška {@hr}";"крушка {@sr}";"крушово дърво {@bg}";"грушевое дерево {@ru}";"грушавае дрэва {@be}";"грушеве дерево {@uk}";"Q3900023"
2447;"kirsikkapuu {@fi}";"kirsipuu {@et}";"cseresznyefa {@hu}";"cherry tree {@en}";"kersenboom {@nl}";"Kirschbaum {@de}";"körsbärsträd {@sv}";"kirsebærtre {@nb}";"kirsebærtre {@nn}";"kirsebærtræ {@da}";"kirsuber tré {@is}";"vyšnios medis {@lt}";"ķiršu koks {@lv}";"peme qershie {@sq}";"κερασιά {@el}";"cerasum {@la}";"ciliegio {@it}";"cerisier {@fr}";"cerezo {@es}";"cirerer {@ca}";"árvore de cereja {@pt}";"cires {@ro}";"wiśniowe drzewo {@pl}";"višeň {@cs}";"čerešňa višňová {@sk}";"češnja {@sl}";"drvo trešnje {@hr}";"дрво трешње {@sr}";"черешово дърво {@bg}";"вишневое дерево {@ru}";"вішнёвае дрэва {@be}";"вишневе дерево {@uk}";"Q3676700"
2448;"marjakuusi {@fi}";"jugapuu {@et}";"tiszafenyő {@hu}";"yew {@en}";"venijnboom {@nl}";"Eibe {@de}";"idegran {@sv}";"barlind {@nb}";"barlind {@nn}";"taks {@da}";"ýviður {@is}";"kukmedis {@lt}";"īve {@lv}";"bërshen {@sq}";"ίταμος {@el}";"taxus {@la}";"tasso [conifere] {@it}";"if {@fr}";"tejo {@es}";"teix {@ca}";"teixo {@pt}";"tisă {@ro}";"cis {@pl}";"tis {@cs}";"tis {@sk}";"tisa {@sl}";"tisa {@hr}";"тиса {@sr}";"тис {@bg}";"тис {@ru}";"ціс {@be}";"тис {@uk}";"Q53865071"
2449;"lehtikuusi {@fi}";"lehis {@et}";"vörösfenyő {@hu}";"larch {@en}";"lariks {@nl}";"Lärche {@de}";"lärkträd {@sv}";"lerk {@nb}";"lerk {@nn}";"lærk {@da}";"lerki {@is}";"maumedis {@lt}";"lapegle {@lv}";"larsh {@sq}";"λάριξ {@el}";"larix {@la}";"larice {@it}";"mélèze {@fr}";"alerce {@es}";"làrix {@ca}";"lariço {@pt}";"larice {@ro}";"modrzew {@pl}";"modřín {@cs}";"smrekovec {@sk}";"macesen {@sl}";"ariš {@hr}";"ариш {@sr}";"лиственица {@bg}";"лиственница {@ru}";"лістоўніца {@be}";"модрина {@uk}";"Q59675875"
2450;"pihta {@fi}";"nulg {@et}";"jegenyefenyő {@hu}";"fir {@en}";"zilverspar {@nl}";"Tanne {@de}";"ädelgran {@sv}";"edelgran {@nb}";"edelgran {@nn}";"ædelgran {@da}";"þinur {@is}";"kėnis {@lt}";"baltegles {@lv}";"bredh {@sq}";"έλατο {@el}";"abies {@la}";"abete {@it}";"sapin {@fr}";"abeto {@es}";"avet {@ca}";"abeto {@pt}";"brad {@ro}";"jodła {@pl}";"jedle {@cs}";"jedľa {@sk}";"jelka {@sl}";"jele {@hr}";"јела {@sr}";"ела {@bg}";"пихта {@ru}";"піхта {@be}";"ялиця {@uk}";"Q2392915"
2451;"apila {@fi}";"ristik {@et}";"lóhere {@hu}";"clover {@en}";"klaver {@nl}";"Kleepflanze {@de}";"klöver {@sv}";"kløver {@nb}";"kløver {@nn}";"kløver {@da}";"smári {@is}";"dobilas {@lt}";"āboliņš {@lv}";"tërfil {@sq}";"τριφύλλι {@el}";"trifolium {@la}";"trifoglio {@it}";"trèfle {@fr}";"trébol {@es}";"trèvol {@ca}";"trevo {@pt}";"trifoi {@ro}";"koniczyna {@pl}";"jetel {@cs}";"ďatelina {@sk}";"detelja {@sl}";"djetelina {@hr}";"детелина {@sr}";"детелина {@bg}";"клевер {@ru}";"канюшына {@be}";"конюшина {@uk}";
