vastuu,lc,lpref,lalts,lLTs,PÄÄTÖS,KOMMENTIT,yc,ypref,yLTs,tyyppi
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L609,koiravaljakot,,,exactMatch,,http://www.yso.fi/onto/yso/p26803,koiravaljakot,fyysiset kokonaisuudet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L610,koivu,,puulajit,exactMatch,,http://www.yso.fi/onto/yso/p6095,koivu,lehtipuut; koivukasvit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L614,Kolosjoki,,kaivokset,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L615,koltansaame,,saamen kieli,exactMatch,,http://www.yso.fi/onto/yso/p25598,koltansaame,saamen kieli,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L343,kolttasaamelaiset,,saamelaiset,exactMatch,,http://www.yso.fi/onto/yso/p16921,kolttasaamelaiset,saamelaiset,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L149,kolttatilat,,asutustilat; kolttasaamelaiset,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L1187,Komi,,,exactMatch,,http://www.yso.fi/onto/yso/p109489,Komi,Neuvostoliitto; Venäjä,P
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L617,komin kieli,syrjäänin kieli,,exactMatch,,http://www.yso.fi/onto/yso/p9306,komin kieli,permiläiset kielet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L22,komipermjakit,,alkuperäiskansat (Pohjoiset kansat); permiläiset kansat,exactMatch,,http://www.yso.fi/onto/yso/p14884,komipermjakit,komit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L23,komit,syrjäänit,alkuperäiskansat (Pohjoiset kansat); permiläiset kansat,exactMatch,,http://www.yso.fi/onto/yso/p9030,komit,permiläiset,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L596,Komsan kulttuuri,,kivikautiset kulttuurit,exactMatch,,http://www.yso.fi/onto/yso/p4739,Komsan kulttuuri,kivikautiset kulttuurit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L565,komsiot,,,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L289,Korpela-liike,,herätysliikkeet,exactMatch,,http://www.yso.fi/onto/yso/p5425,korpelalaisuus,,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L620,korppi,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p15866,korppi,varikset (suku),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L621,korukivet,,,exactMatch,,http://www.yso.fi/onto/yso/p14304,korukivet,käyttöön liittyvä rooli,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L622,koskenlasku,,tukkilaiskisat,exactMatch,,http://www.yso.fi/onto/yso/p6305,koskenlasku,vesiurheilu,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L624,koskikara,,linnut,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L625,kotakäräjät,,oikeuslaitos,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L628,kotiseutukuvaukse,,,exactMatch,kirjoitusvirhe Lapponican prefLabelissa?,http://www.yso.fi/onto/yso/p9698,kotiseutukuvaukset,,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L629,kotiseutututkimus,,,exactMatch,,http://www.yso.fi/onto/yso/p9699,kotiseutututkimus,tutkimustoiminta,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L630,kotiseututyö,,,exactMatch,,http://www.yso.fi/onto/yso/p9755,kotiseututyö,työ,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L631,kotiseutuyhdistykset,,,exactMatch,,http://www.yso.fi/onto/yso/p3668,kotiseutuyhdistykset,järjestöt,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L451,kotitarvekalastus,,kalastus,exactMatch,,http://www.yso.fi/onto/yso/p5576,kotitarvekalastus,kalastus,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L632,kotkat,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p15206,kotkat,petolinnut,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L635,kruununmetsätorpparit,,torpparit,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L638,kulkureitit,,,ei löydy,muita reittejä on runsaasti,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L640,kullanhuuhdonta,,,exactMatch,,http://www.yso.fi/onto/yso/p14332,kullanhuuhdonta,käyttöönottava muuttaminen,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L641,kullankaivajat,,,exactMatch,,http://www.yso.fi/onto/yso/p10675,kullankaivajat,ammatit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L642,kullankaivu,konekaivu,,exactMatch,,http://www.yso.fi/onto/yso/p14333,kullankaivu,käyttöönottava muuttaminen,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L549,kullero,,kasvit; maakuntakasvit,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L643,kulta,,,exactMatch,,http://www.yso.fi/onto/yso/p19016,kulta,jalometallit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L182,kultit,,rituaalit,exactMatch,,http://www.yso.fi/onto/yso/p1016,kultit,kulttuuriset järjestelmät,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L322,kulttuuri-identiteetti,,identiteetti,exactMatch,,http://www.yso.fi/onto/yso/p10648,kulttuuri-identiteetti,identiteetti,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L530,kulttuuriantropologia,,perinnetieteet,exactMatch,,http://www.yso.fi/onto/yso/p2460,kulttuuriantropologia,antropologia; perinnetieteet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L645,kulttuuriekologia,,,exactMatch,,http://www.yso.fi/onto/yso/p3880,kulttuuriekologia,ekologia,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L531,kulttuurihistoria,,,exactMatch,,http://www.yso.fi/onto/yso/p18452,kulttuurihistoria,historia,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L11,kulttuurikosketukset,,,exactMatch,,http://www.yso.fi/onto/yso/p2188,kulttuurikosketukset,kontaktit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L647,kulttuurimaantiede,,,exactMatch,,http://www.yso.fi/onto/yso/p2220,kulttuurimaantiede,maantiede,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L648,kulttuurimatkailu,,matkailu,exactMatch,,http://www.yso.fi/onto/yso/p14068,kulttuurimatkailu,matkailu,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L646,kulttuurivaikutukset,,,exactMatch,,http://www.yso.fi/onto/yso/p2189,kulttuurivaikutukset,vaikutukset,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L649,kulttuuriympäristö,,,exactMatch,,http://www.yso.fi/onto/yso/p2327,kulttuuriympäristö,ympäristö,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L1189,Kuolan niemimaa,,,exactMatch,,http://www.yso.fi/onto/yso/p105296,Kuolan niemimaa,,P
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L8,kuolansaame,,saamen kieli,ei löydy,ala- ja yläkäsitteet löytyvät,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L344,kuolansaamelaiset,,saamelaiset,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L651,kuolansuomalaiset,niemimaa; suomalaiset : Kuolan,,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L538,kuolema,,,exactMatch,,http://www.yso.fi/onto/yso/p626,kuolema,luonnontieteellinen muutos,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L653,kuukkeli,,linnut,exactMatch,,http://www.yso.fi/onto/yso/p7984,kuukkeli,varikset (suku),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L316,kuura,,sääilmiöt,exactMatch,,http://www.yso.fi/onto/yso/p5379,kuura,jää,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L654,kuusi,,puulajit,exactMatch,,http://www.yso.fi/onto/yso/p5552,kuusi,mäntykasvit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L403,kuvanveisto,,,exactMatch,,http://www.yso.fi/onto/yso/p5694,kuvanveisto,kuvataide,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L250,kvartäärigeologia,,,exactMatch,,http://www.yso.fi/onto/yso/p11002,kvartäärigeologia,geologia,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L656,kveenin kieli,,,exactMatch,,http://www.yso.fi/onto/yso/p21352,kveenin kieli,suomen kieli,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L419,kveenit,suomalaiset : Ruija; Ruijan suomalaiset,,exactMatch,,http://www.yso.fi/onto/yso/p3179,kveenit,ulkosuomalaiset,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L659,kylmyys,,,exactMatch,,http://www.yso.fi/onto/yso/p2053,kylmyys,fyysiset ominaisuudet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L122,kylmän ilmanalan tutkimus,,tutkimustyö,ei löydy,arktinen tutkimus Lapponicassa erikseen,http://www.yso.fi/onto/yso/p12194,arktinen tutkimus,tutkimustoiminta,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L122,kylmän ilmanalan tutkimus,,tutkimustyö,ei löydy,ymmärtääkseni eri asia,http://www.yso.fi/onto/yso/p12195,alhaisen lämpötilan tutkimus,tutkimustoiminta,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L258,kylmänkestävyys,,,exactMatch,,http://www.yso.fi/onto/yso/p3062,kylmänkestävyys,kestävyys,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L120,kylmätekniikka,,tekniikka,exactMatch,,http://www.yso.fi/onto/yso/p4528,kylmätekniikka,tekniikka (tieteet),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L661,kylmään sopeutuminen,,,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L662,kylähistoriikit,,paikallishistoriat,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L664,kyläsuunnittelu,,,exactMatch,,http://www.yso.fi/onto/yso/p17372,kyläsuunnittelu,maaseudun suunnittelu,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L665,kylät,,,exactMatch,,http://www.yso.fi/onto/yso/p10998,kylät,ihmisen määrittämät alueet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L666,kylätoiminta,,,exactMatch,,http://www.yso.fi/onto/yso/p8341,kylätoiminta,kollektiivinen toiminta,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L667,kylätutkimus,,,exactMatch,,http://www.yso.fi/onto/yso/p16331,kylätutkimus,tutkimustoiminta,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L655,kynttiläkuusi,,puulajit; kuusi,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L668,kyytilaitos,,,exactMatch,,http://www.yso.fi/onto/yso/p7286,kyytilaitos,organisaatiot (järjestelmät),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L669,kämppäemännät,,,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L140,kämpät,tukkikämpät; metsäkämpät,asunnot; metsätyö,exactMatch,,http://www.yso.fi/onto/yso/p11036,kämpät,rakennukset,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L671,käsiteollisuus,,,exactMatch,,http://www.yso.fi/onto/yso/p999,käsiteollisuus,teollisuus,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L515,käsityöperinne,,,exactMatch,,http://www.yso.fi/onto/yso/p5244,käsityöperinne,perinne,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L382,käsityöt,,,exactMatch,,http://www.yso.fi/onto/yso/p4923,käsityöt (objektit),,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L1161,Labrador,,Arktis : Kanada,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L352,labyrintit,,muinaisjäännökset,?,"eri yläkäsite, onko lapponican käsite vain muinaisjäännös-merkityksessä?",http://www.yso.fi/onto/yso/p14174,labyrintit,ihmisen määrittämät paikat,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L291,ladut,hiihtoladut,hiihto,exactMatch,,http://www.yso.fi/onto/yso/p15829,ladut,reitit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L676,laivamatkailu,,matkailu,exactMatch,,http://www.yso.fi/onto/yso/p20417,laivamatkailu,matkailu,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L677,lakimetsät,,metsät,exactMatch,,http://www.yso.fi/onto/yso/p12454,lakimetsät,metsät,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L305,lakka,suomuurain,luonnonmarjat; marjat,exactMatch,lapponicassa myös hilla,http://www.yso.fi/onto/yso/p14733,lakka (marjat),,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L678,langat,,,exactMatch,,http://www.yso.fi/onto/yso/p15828,langat,tekstiilit,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L681,Lapin sota,,,exactMatch,,http://www.yso.fi/onto/yso/p8902,Lapin sota,sodat (tapahtumat),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L682,lapinkirvinen,,linnut,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L602,lapinkoirat,,koira,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L683,lapinkylät (hist.),saamelaiskylät,,closeMatch,,http://www.yso.fi/onto/yso/p17716,lapinkylät,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L686,lapinkäynti (hist.),,verotus,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L690,lapinlehmä,,lehmät,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L692,lapinmyyrä,,myyrät,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L603,lapinporokoira,,koira; porokoirat; lapinkoirat,exactMatch,,http://www.yso.fi/onto/yso/p13072,lapinporokoira,pystykorvat,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L520,lapinpuvut,,,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L694,lapinpöllö,,linnut; pöllöt,exactMatch,,http://www.yso.fi/onto/yso/p921,lapinpöllö,pöllöt,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L696,lappalaiset (hist.),,,closeMatch,,http://www.yso.fi/onto/yso/p11537,saamelaiset,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L697,lappalaiskodisilli,,oikeushistoria,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L50,lappilaisuus,,alueellinen identiteetti,exactMatch,,http://www.yso.fi/onto/yso/p13510,lappilaisuus,alueellinen identiteetti,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L700,lappologit (hist.),,tutkijat (ei-saamelaiset),ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L703,lapsikauppa,,,exactMatch,,http://www.yso.fi/onto/yso/p10352,lapsikauppa,ihmiskauppa,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L1182,Laptevinmeri,,Jäämeri,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L44,laskettelu,,,exactMatch,,http://www.yso.fi/onto/yso/p11029,laskettelu,talviurheilu,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L375,laulujoutsen,,linnut; joutsenet,exactMatch,,http://www.yso.fi/onto/yso/p14772,laulujoutsen,joutsenet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L691,lehmät,,,exactMatch,,http://www.yso.fi/onto/yso/p10991,lehmät,nauta,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L204,lestadiolaisuus,,herätysliikkeet,exactMatch,,http://www.yso.fi/onto/yso/p5426,lestadiolaisuus,herätysliikkeet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L359,leuddit,,kansanmusiikki : saamelaiset,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L704,liikutukset,,lestadiolaisuus,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L88,linnut,,,exactMatch,,http://www.yso.fi/onto/yso/p3363,linnut,selkärankaiset,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L720,lintuvuoret,,,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L467,lohi,,kalat; lohikalat,exactMatch,,http://www.yso.fi/onto/yso/p15656,lohi,lohikalat,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L273,lohikalat,,kalat,exactMatch,,http://www.yso.fi/onto/yso/p4245,lohikalat,kalat (eläimet),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L464,lohipadot,,kalastusvälineet,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L721,Lokka,,tekoaltaat; allasalueet,?,"YSO-paikkojen Lokka on kylä tai allas, Lapponican vain allas",http://www.yso.fi/onto/yso/p108520,Lokka (Sodankylä),Sodankylä,P
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L722,luistelu,,talviurheilu,exactMatch,,http://www.yso.fi/onto/yso/p1245,luistelu,talviurheilu; liikkuminen,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L404,lumenveisto,,,closeMatch,,http://www.yso.fi/onto/yso/p23906,lumiveistokset,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L317,lumi,,sääilmiöt,exactMatch,,http://www.yso.fi/onto/yso/p681,lumi,jää,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L347,lumikengät,,jalkineet,exactMatch,,http://www.yso.fi/onto/yso/p3662,lumikengät,jalkineet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L724,lumilautailu,,,exactMatch,,http://www.yso.fi/onto/yso/p19088,lumilautailu,talviurheilu,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L725,lumilinnat,,,exactMatch,,http://www.yso.fi/onto/yso/p20302,lumilinnat,rakennukset,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L727,lumipeite,,,exactMatch,,http://www.yso.fi/onto/yso/p18848,lumipeite,peitteet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L728,lumipeite : puut,,,ei löydy,,,,,
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L730,lumirakentaminen,,,exactMatch,,http://www.yso.fi/onto/yso/p26970,lumirakentaminen,rakentaminen,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L732,lumivyöryt,,,exactMatch,,http://www.yso.fi/onto/yso/p1335,lumivyöryt,fysikaaliset tapahtumat,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L733,luonnonmaantiede,,,exactMatch,,http://www.yso.fi/onto/yso/p2635,luonnonmaantiede,maantiede,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L304,luonnonmarjat,,,exactMatch,,http://www.yso.fi/onto/yso/p754,luonnonmarjat,luonnonkasvit; marjat,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L736,luonnonmetsät,,metsät,exactMatch,,http://www.yso.fi/onto/yso/p14250,luonnonmetsät,metsät,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L737,luonnonmukainen metsänhoito,,metsänhoito,exactMatch,,http://www.yso.fi/onto/yso/p1441,luonnonmukainen metsänhoito,metsänhoito,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L183,luonnonpalvonta,,,exactMatch,,http://www.yso.fi/onto/yso/p578,luonnonpalvonta,palvonta,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L500,luonnonparannus,,,exactMatch,,http://www.yso.fi/onto/yso/p424,luonnonparannus,parantaminen (terveys),K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L491,luonnonpuistot,,luonnonsuojelualueet,exactMatch,,http://www.yso.fi/onto/yso/p9492,luonnonpuistot,luonnonsuojelualueet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L739,luonnonsuojelu,,,exactMatch,,http://www.yso.fi/onto/yso/p11,luonnonsuojelu,suojelu,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L490,luonnonsuojelualueet,,,exactMatch,,http://www.yso.fi/onto/yso/p1371,luonnonsuojelualueet,suojelualueet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L742,luonnonvarat,,,exactMatch,,http://www.yso.fi/onto/yso/p4515,luonnonvarat,fyysiset kokonaisuudet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L743,luontaiselinkeinot,,,exactMatch,,http://www.yso.fi/onto/yso/p19848,luontaiselinkeinot,elinkeinot,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L616,luontaiselinkeinotilat,,,ei löydy,,,,,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L744,luontoistalous,,,exactMatch,,http://www.yso.fi/onto/yso/p14686,luontoistalous,talous,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L745,luontokeskukset,,,exactMatch,,http://www.yso.fi/onto/yso/p10570,luontokeskukset,keskukset,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L178,luontomatkailu,,matkailu,exactMatch,,http://www.yso.fi/onto/yso/p3034,luontomatkailu,matkailu,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L746,luontonimet,,nimistöntutkimus; paikannimet,exactMatch,,http://www.yso.fi/onto/yso/p18245,luontonimet,paikannimet,K
Matias,http://urn.fi/URN:NBN:fi:au:lapponica:L748,luontopolut,,,exactMatch,,http://www.yso.fi/onto/yso/p5349,luontopolut,polut,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L751,Luossavaara,,kaivokset,ei löydy,ei löydy myöskään yso-paikoista/ysasta,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L752,luostarit,,,exactMatch,,http://www.yso.fi/onto/yso/p816,luostarit,organisaatiot (järjestelmät),K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L1191,Luoteisväylä,,,exactMatch,,http://www.yso.fi/onto/yso/p6531,Luoteisväylä,meriväylät,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L755,luotot,,,exactMatch,,http://www.yso.fi/onto/yso/p6702,luotot,taloudelliset tuotokset,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L756,luulajansaame,,saamen kieli,exactMatch,,http://www.yso.fi/onto/yso/p28656,luulajansaame,saamen kieli,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L757,luulajansaamelaiset,,saamelaiset,ei löydy,,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L672,luutyöt,,käsityöt,exactMatch,,http://www.yso.fi/onto/yso/p11920,luutyöt,käsityöt (objektit),K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L758,lähetystyö,,,exactMatch,,http://www.yso.fi/onto/yso/p11784,lähetystyö,työ,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L759,lähialueet,,,exactMatch,,http://www.yso.fi/onto/yso/p879,lähialueet,ihmisen määrittämät alueet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L760,lähialueyhteistyö,,,exactMatch,,http://www.yso.fi/onto/yso/p6336,lähialueyhteistyö,alueellinen yhteistyö,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L761,läskikapina,,,exactMatch,,http://www.yso.fi/onto/yso/p15186,läskikapina,kapinat,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L501,lääkekasvit,,kasvit,exactMatch,,http://www.yso.fi/onto/yso/p14478,lääkekasvit,hyötykasvit,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L118,lääketiede,,,exactMatch,,http://www.yso.fi/onto/yso/p469,lääketiede,tieteet (erikoisalat),K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L64,lääninhallinto,,väliportaan hallinto,exactMatch,,http://www.yso.fi/onto/yso/p16546,lääninhallinto,väliportaan hallinto; valtionhallinto,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L78,lääninsuunnittelu,,,exactMatch,,http://www.yso.fi/onto/yso/p14809,lääninsuunnittelu,yhteiskuntasuunnittelu,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L763,läänintaiteilijat,,,exactMatch,,http://www.yso.fi/onto/yso/p8938,läänintaiteilijat,taiteilijat,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L61,läänit,,,exactMatch,,http://www.yso.fi/onto/yso/p6817,läänit,hallintoalueet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L261,maahiset,kufittaret,yliluonnolliset olennot,exactMatch,,http://www.yso.fi/onto/yso/p8194,maahiset,yliluonnolliset olennot; taruolennot; satuolennot,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L505,maailmanmusiikki,,,exactMatch,,http://www.yso.fi/onto/yso/p3065,maailmanmusiikki,populaarimusiikki,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L415,maakaasu,,,exactMatch,,http://www.yso.fi/onto/yso/p7053,maakaasu,kaivannaiset; fossiiliset polttoaineet; polttokaasut,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L633,maakotka,,linnut; kotkat,exactMatch,,http://www.yso.fi/onto/yso/p15205,maakotka,kotkat,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L764,maakunnan liitot,,,exactMatch,,http://www.yso.fi/onto/yso/p1690,maakuntaliitot,kuntayhtymät,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L62,maakunnat,,,exactMatch,,http://www.yso.fi/onto/yso/p6819,maakunnat,ihmisen määrittämät alueet,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L765,maakuntaeläimet,,,exactMatch,,http://www.yso.fi/onto/yso/p2035,maakuntaeläimet,muu rooli,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L65,maakuntahallinto,,,exactMatch,,http://www.yso.fi/onto/yso/p14330,maakuntahallinto,julkinen hallinto,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L340,maakuntaitsehallinto,,,exactMatch,,http://www.yso.fi/onto/yso/p14329,maakuntaitsehallinto,väliportaan hallinto,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L550,maakuntakasvit,,kasvit,exactMatch,,http://www.yso.fi/onto/yso/p4595,maakuntakasvit,muu rooli,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L70,maakuntakirjastot,,,exactMatch,,http://www.yso.fi/onto/yso/p7114,maakuntakirjastot,kirjastot,K
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L71,maakuntakokoelmat,,maakuntakirjastot,ei löydy,,,,,
Mikko,http://urn.fi/URN:NBN:fi:au:lapponica:L766,maakuntamuseot,,,exactMatch,,http://www.yso.fi/onto/yso/p18611,maakuntamuseot,museot,K
