vastuu,lc,lpref,lalts,lLTs,PÄÄTÖS,KOMMENTIT,yc,ypref,yLTs,tyyppi
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1021,syrjintä,,,exactMatch,,http://www.yso.fi/onto/yso/p6303,syrjintä,keskinäinen toiminta,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1077,syrjintä : etniset ryhmät,etninen syrjintä,,exactMatch,YSOssa on etninen syrjintä,http://www.yso.fi/onto/yso/p612,etninen syrjintä,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L929,syrjäseudut,,,exactMatch,,http://www.yso.fi/onto/yso/p7142,syrjäseudut,ihmisen määrittämät alueet,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L43,syöksylasku,,alppilajit,exactMatch,,http://www.yso.fi/onto/yso/p11030,syöksylasku,talviurheilu,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1080,sähköistys,,,exactMatch,,http://www.yso.fi/onto/yso/p14548,sähköistys,toisenlaiseksi muuttaminen,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1081,sähköntuotanto,,,exactMatch,,http://www.yso.fi/onto/yso/p5561,sähköntuotanto,energiantuotanto,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L349,säpikkäät,,jalkineet,ei löydy,,,,,
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L327,sää,,,exactMatch,,http://www.yso.fi/onto/yso/p1283,sää,fysikaaliset ilmiöt,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1083,säähavainnot,,,exactMatch,,http://www.yso.fi/onto/yso/p11581,säähavainnot,havainnot,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L257,sääilmiöt,,,exactMatch,,http://www.yso.fi/onto/yso/p537,sääilmiöt,fysikaaliset ilmiöt,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1084,säänennustus,,,exactMatch,,http://www.yso.fi/onto/yso/p11580,säänennustus,kognitio,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1085,sääsket,hyttyset,,exactMatch,"KT hyttyset, sääsket on alalahko, hyttyset siihen kuuluva heimo",http://www.yso.fi/onto/yso/p6960,sääsket,kaksisiipiset,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L523,taidekäsityö,,,exactMatch,,http://www.yso.fi/onto/yso/p1000,taidekäsityö,käsityö (toiminta),K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L279,taiga,,metsät,exactMatch,,http://www.yso.fi/onto/yso/p16690,taiga,metsät,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1086,taikausko,,,exactMatch,,http://www.yso.fi/onto/yso/p533,taikausko,uskomukset,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L474,taimen,,kalat; lohikalat,exactMatch,,http://www.yso.fi/onto/yso/p13633,taimen,lohikalat,K
Mirja,http://urn.fi/URN:NBN:fi:au:lapponica:L1193,Taimyr,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1194,Taimyrin niemimaa,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L963,takkaporot,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L660,talvehtiminen,,,exactMatch,,http://www.yso.fi/onto/yso/p3061,talvehtiminen,ylläpitävä muuttaminen,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L723,talvi,,,exactMatch,,http://www.yso.fi/onto/yso/p6784,talvi,vuodenajat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1088,talvikaupungit,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1090,talvikunnossapito,,,exactMatch,,http://www.yso.fi/onto/yso/p8833,talvikunnossapito,kunnossapito,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L685,talvikylät,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L582,talvimatkailu,,matkailu,exactMatch,,http://www.yso.fi/onto/yso/p28640,talvimatkailu,matkailu,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1091,talvimerenkulku,,,exactMatch,,http://www.yso.fi/onto/yso/p2663,talvimerenkulku,merenkulku,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L731,talvirakentaminen,,,exactMatch,,http://www.yso.fi/onto/yso/p7922,talvirakentaminen,rakentaminen,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1087,talviuni,,,exactMatch,,http://www.yso.fi/onto/yso/p3154,talviuni,uni (biologiset ilmiöt),K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L41,talviurheilu,,,exactMatch,,http://www.yso.fi/onto/yso/p917,talviurheilu,urheilu,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L133,tanskalaistaminen,,assimilaatio (sosiologia),ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L874,taruolennot,,,exactMatch,,http://www.yso.fi/onto/yso/p797,taruolennot,kulttuuriset objektit,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1011,tavaraliikenne,,,exactMatch,,http://www.yso.fi/onto/yso/p12212,tavaraliikenne,liikenne,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L82,teatteri,,,exactMatch,,http://www.yso.fi/onto/yso/p2625,teatteri,esittävät taiteet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1093,tekniikka,,,closeMatch,,http://www.yso.fi/onto/yso/p3456,tekniikka (laitteet),laitteet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1093,tekniikka,,,closeMatch,,http://www.yso.fi/onto/yso/p484,tekniikka (menetelmät),menetelmät,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1093,tekniikka,,,closeMatch,,http://www.yso.fi/onto/yso/p1586,tekniikka (tieteet),tieteet (erikoisalat),K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L39,tekoaltaat,,vesistöjen säännöstely,exactMatch,hierarkiaero,http://www.yso.fi/onto/yso/p3810,tekoaltaat,altaat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1029,teltat,,retkeilyvarusteet,exactMatch,,http://www.yso.fi/onto/yso/p16374,teltat,rakennelmat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L557,tervakauppa,,kauppa,exactMatch,,http://www.yso.fi/onto/yso/p13063,tervakauppa,kauppa,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1094,tervanpoltto,,,exactMatch,,http://www.yso.fi/onto/yso/p7650,tervanpoltto,kuivatislaus,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L371,tiernapojat,,,exactMatch,,http://www.yso.fi/onto/yso/p1405,tiernapojat,toimintaan liittyvä rooli,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L639,tiet,,,exactMatch,,http://www.yso.fi/onto/yso/p1210,tiet,liikenneväylät,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L889,tietäjät,,,exactMatch,,http://www.yso.fi/onto/yso/p2086,tietäjät,toimintaan liittyvä rooli,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1095,tontut,,yliluonnolliset olennot,exactMatch,,http://www.yso.fi/onto/yso/p20244,tontut,yliluonnolliset olennot; taruolennot; satuolennot,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1195,Tornion Lappi,,,closeMatch,,http://www.yso.fi/onto/yso/p94256,Lappi,Suomi,P
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1196,Tornionlaakso,,,closeMatch,,http://www.yso.fi/onto/yso/p105816,Tornionjokilaakso,,P
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1074,tornionlaaksolaiset (Ruotsi),,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L636,torpparit,,,exactMatch,,http://www.yso.fi/onto/yso/p9395,torpparit,sosioekonomiseen ryhmään liittyvä rooli,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L805,totot,,,exactMatch,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L455,troolikalastus,,kalastus,exactMatch,,http://www.yso.fi/onto/yso/p6287,troolikalastus,kalastus,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1197,Tsuktsia,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1184,Tsuktsienmeri,,Jäämeri,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L30,tsuktsit,,alkuperäiskansat (Pohjoiset kansat),exactMatch,,http://www.yso.fi/onto/yso/p6075,tšuktšit,aasialaiset,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1097,tsuudit,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1100,tukkilaiselokuvat,,,exactMatch,,http://www.yso.fi/onto/yso/p16860,tukkilaiselokuvat,elokuvat (teokset),K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L393,tukkilaiset,,,exactMatch,,http://www.yso.fi/onto/yso/p5723,tukkilaiset,ammatit; metsätyöntekijät,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L623,tukkilaiskisat,,,exactMatch,,http://www.yso.fi/onto/yso/p6306,tukkilaiskisat,kilpailut (tapahtumat),K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1101,tundra,,,exactMatch,,http://www.yso.fi/onto/yso/p16902,tundra,luonnon muodostamat alueet; kasvillisuusvyöhykkeet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L265,tundrahanhi,,linnut; hanhet,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L276,tunturihaukka,,linnut; haukat,exactMatch,,http://www.yso.fi/onto/yso/p23173,tunturihaukka,jalohaukat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L546,tunturikasvillisuus,,kasvillisuus,exactMatch,,http://www.yso.fi/onto/yso/p15740,tunturikasvillisuus,kasvillisuus,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L612,tunturikoivu,,puulajit; koivu,exactMatch,,http://www.yso.fi/onto/yso/p16753,tunturikoivu,hieskoivu,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1103,tunturimittari,,,exactMatch,,http://www.yso.fi/onto/yso/p4855,tunturimittari,mittarit (perhoset),K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L941,tunturipeura,,peurat,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L717,tunturipöllö,,linnut; pöllöt,exactMatch,,http://www.yso.fi/onto/yso/p9062,tunturipöllö,pöllöt,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L993,tunturisaamelaiset,,saamelaiset,exactMatch,,http://www.yso.fi/onto/yso/p27495,tunturisaamelaiset,saamelaiset,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1105,tunturit,,,exactMatch,,http://www.yso.fi/onto/yso/p16884,tunturit,pinnanmuodot,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L159,tunturituvat,,eräretkeily,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L110,tuolit,,,exactMatch,,http://www.yso.fi/onto/yso/p5227,tuolit,istuimet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L650,turjansaame,,saamen kieli; kuolansaame,exactMatch,,http://www.yso.fi/onto/yso/p29615,turjansaame,saamen kieli,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L935,turkit,,,exactMatch,,http://www.yso.fi/onto/yso/p20045,turkit,vaatteet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L475,turska,,kalat,exactMatch,,http://www.yso.fi/onto/yso/p7011,turska,turskakalat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1108,turvevoimalat,,voimalat,exactMatch,,http://www.yso.fi/onto/yso/p2117,turvevoimalat,lämpövoimalat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L702,tutkijat (ei-saamelaiset),,,ei löydy,"YSOSsa pelkkä ""tutkijat""",,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1111,tutkimusasemat,,,exactMatch,,http://www.yso.fi/onto/yso/p12805,tutkimusasemat,organisaatiot (järjestelmät),K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1112,tutkimusmatkailijat,,,exactMatch,,http://www.yso.fi/onto/yso/p11383,tutkimusmatkailijat,ammatit,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L880,tutkimusmatkat,,,exactMatch,,http://www.yso.fi/onto/yso/p13428,tutkimusmatkat,matkat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1113,tutkimusretkikunnat,,,exactMatch,,http://www.yso.fi/onto/yso/p11384,tutkimusretkikunnat,ryhmät,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1114,tutkimustyö,,,exactMatch,,http://www.yso.fi/onto/yso/p20279,tutkimustyö,työ,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1115,tuulivoimalat,,voimalat,exactMatch,,http://www.yso.fi/onto/yso/p6952,tuulivoimalat,voimalat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L729,tykky,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L898,työtuvat (Norrbotten),,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L518,työväenperinne,,,exactMatch,,http://www.yso.fi/onto/yso/p14046,työväenperinne,perinne,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1117,tähtitiede,,,exactMatch,,http://www.yso.fi/onto/yso/p3754,tähtitiede,tieteet (erikoisalat),K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1033,uhraaminen,,rituaalit,exactMatch,,http://www.yso.fi/onto/yso/p10265,uhraaminen,rituaalit,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L857,uhripaikat,,pyhät paikat,exactMatch,,http://www.yso.fi/onto/yso/p580,uhripaikat,pyhät paikat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L886,uitto,,,exactMatch,,http://www.yso.fi/onto/yso/p5724,uitto,vesikuljetus,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1118,uittoyhdistykset,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L542,ulkoilukartat,,kartat,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L750,ulkoilureitit,,,exactMatch,,http://www.yso.fi/onto/yso/p5350,ulkoilureitit,reitit,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L558,ulkomaankauppa,,kauppa,exactMatch,,http://www.yso.fi/onto/yso/p657,ulkomaankauppa,kauppa,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1056,uralilaiset kansat,,,exactMatch,,http://www.yso.fi/onto/yso/p13124,uralilaiset kansat,kansat (väestöryhmät),K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L835,urheilumetsästys,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1121,Urho Kekkosen kansallispuisto,UK-puisto,,exactMatch,,http://www.yso.fi/onto/yso/p15922,Urho Kekkosen kansallispuisto,kansallispuistot,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L529,uskomukset,,kansanusko,exactMatch,pientä eroa hierarkisoinnissa,http://www.yso.fi/onto/yso/p6088,uskomukset,mentaaliset objektit,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1122,uskonnot,,,exactMatch,YSOssa uskonnot (opit),http://www.yso.fi/onto/yso/p2921,uskonnot (opit),,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L933,uskontotiede,,perinnetieteet,exactMatch,,http://www.yso.fi/onto/yso/p2976,uskontotiede,perinnetieteet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L144,uudisasukkaat,,,exactMatch,,http://www.yso.fi/onto/yso/p15270,uudisasukkaat,asukkaat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L145,uudistilat,,,exactMatch,,http://www.yso.fi/onto/yso/p15456,uudistilat,ihmisen määrittämät paikat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1049,uumajansaame,,saamen kieli,exactMatch,,http://www.yso.fi/onto/yso/p29555,uumajansaame,saamen kieli,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L718,uunilinnut,,linnut,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L709,uusiheräys,,lestadiolaisuus,ei löydy,"uusiherätys YSOssa lestadiolaisuuden ohjausteminä, ks myös vanhoillislestadiolaisuus",,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1106,vaarat,,,exactMatch,,http://www.yso.fi/onto/yso/p3054,vaarat,pinnanmuodot,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L202,vaellus,tunturivaellus,,exactMatch,,http://www.yso.fi/onto/yso/p1102,vaellus,liikkuminen,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L477,vaelluskalat,,,exactMatch,,http://www.yso.fi/onto/yso/p906,vaelluskalat,eläimet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1098,vainolaiset,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L527,vainolaistarinat,,kansantarinat,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L613,vaivaiskoivu,,puulajit; koivu,exactMatch,,http://www.yso.fi/onto/yso/p26048,vaivaiskoivu,koivu,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1123,valaanpyynti,,,exactMatch,,http://www.yso.fi/onto/yso/p19805,valaanpyynti,pyynti,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1124,valaat,,,exactMatch,,http://www.yso.fi/onto/yso/p9982,valaat,merinisäkkäät,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L189,valjakkourheilu,,eläinurheilu,exactMatch,,http://www.yso.fi/onto/yso/p9056,valjakkourheilu,eläinurheilu,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1125,valtionmaat,,,exactMatch,,http://www.yso.fi/onto/yso/p16040,valtionmaat,ihmisen määrittämät alueet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L840,valtionmetsät,,metsät,exactMatch,,http://www.yso.fi/onto/yso/p11320,valtionmetsät,metsät,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L841,vanhat metsät,,metsät,exactMatch,,http://www.yso.fi/onto/yso/p3621,vanhat metsät,metsät,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L710,vanhoillislestadiolaisuus,,lestadiolaisuus,nonMatch,molemmissa sanastoissa pelkkä lestadiolaisuus,http://www.yso.fi/onto/yso/p5426,lestadiolaisuus,herätysliikkeet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L413,variksenmarja,,luonnonmarjat; marjat,exactMatch,,http://www.yso.fi/onto/yso/p19651,variksenmarja,variksenmarjakasvit,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L973,vasanmerkintä,,,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L968,vasat,,,exactMatch,,http://www.yso.fi/onto/yso/p17717,vasat,hirvieläimet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L770,vastarintaliikkeet,,,exactMatch,,http://www.yso.fi/onto/yso/p8053,vastarintaliikkeet,poliittiset liikkeet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L134,venäläistäminen,,assimilaatio (sosiologia),ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L688,verotus,,,exactMatch,,http://www.yso.fi/onto/yso/p1082,verotus,rahavarojen siirtäminen,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1051,vesien saastuminen,,saastuminen,exactMatch,,http://www.yso.fi/onto/yso/p7659,vesien saastuminen,ympäristön saastuminen,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1127,vesiensuojelu,,ympäristönsuojelu,exactMatch,,http://www.yso.fi/onto/yso/p3163,vesiensuojelu,ympäristönsuojelu,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1128,vesioikeus,,,exactMatch,,http://www.yso.fi/onto/yso/p9009,vesioikeus,talousoikeus,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1129,vesirakennus,,,exactMatch,,http://www.yso.fi/onto/yso/p3449,vesirakennus,rakentaminen,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L35,vesistöjen säännöstely,,,exactMatch,,http://www.yso.fi/onto/yso/p4464,vesistöjen säännöstely,vesistöjärjestelyt,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1130,vesistöt,,,exactMatch,,http://www.yso.fi/onto/yso/p1157,vesistöt,luonnon muodostamat alueet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1131,vesivoima,,,exactMatch,,http://www.yso.fi/onto/yso/p1212,vesivoima,sähköenergia,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1132,vesivoimalat,,voimalat,exactMatch,,http://www.yso.fi/onto/yso/p15723,vesivoimalat,voimalat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1198,Vienanmeri,,,exactMatch,,http://www.yso.fi/onto/yso/p116380,Vienanmeri,,P
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L689,viikinkiretket,,,exactMatch,,http://www.yso.fi/onto/yso/p15031,viikinkiretket,yhteiskunnalliset tapahtumat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L719,viklot,,linnut,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L476,villakuore,,kalat,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L456,virkistyskalastus,urheilukalastus,kalastus,exactMatch,,http://www.yso.fi/onto/yso/p5578,virkistyskalastus,kalastus,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1109,voimalat,sähkövoimalat; voimalaitokset,,exactMatch,,http://www.yso.fi/onto/yso/p11481,voimalat,energiantuotantolaitokset,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L483,vuorikiipeily,,,exactMatch,,http://www.yso.fi/onto/yso/p14138,vuorikiipeily,kiipeily,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1136,Vuotos,,allasalueet,exactMatch,,http://www.yso.fi/onto/yso/p22534,Vuotos,tekoaltaat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L380,vuotuismuutto,,poropaimentolaisuus; poronhoito : paimentolaiset,ei löydy,,,,,
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L242,väestönsiirrot,,,exactMatch,,http://www.yso.fi/onto/yso/p8437,väestönsiirrot,yhteiskunnalliset tapahtumat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L494,vähemmistöpolitiikka,,,exactMatch,,http://www.yso.fi/onto/yso/p10252,vähemmistöpolitiikka,politiikka,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L217,vähemmistöt,,,exactMatch,,http://www.yso.fi/onto/yso/p5740,vähemmistöt,väestöryhmät,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L551,väinönputki,,kasvit,exactMatch,,http://www.yso.fi/onto/yso/p16378,väinönputki,karhunputket,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L67,väliportaan hallinto,,,exactMatch,,http://www.yso.fi/onto/yso/p9114,väliportaan hallinto,julkinen hallinto,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1137,ydinjätteet,,,exactMatch,,http://www.yso.fi/onto/yso/p8171,ydinjätteet,radioaktiiviset jätteet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1138,ydinkokeet,,,exactMatch,,http://www.yso.fi/onto/yso/p10519,ydinkokeet,asekokeet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L956,ydinvoimalat,,voimalat,exactMatch,,http://www.yso.fi/onto/yso/p1914,ydinvoimalat,höyryvoimalat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L299,yhdistetty hiihto,,hiihtolajit,exactMatch,hierarkia,http://www.yso.fi/onto/yso/p4169,yhdistetty hiihto,talviurheilu,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1140,yhteisalueet,,,exactMatch,,http://www.yso.fi/onto/yso/p16677,yhteisalueet,ihmisen määrittämät alueet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L488,yhteisyritykset,,kansainvälinen yhteistyö,exactMatch,hierarkia,http://www.yso.fi/onto/yso/p18570,yhteisyritykset,yritykset; kansainväliset yritykset,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L260,yliluonnolliset olennot,,kansanusko,exactMatch,hierarkia,http://www.yso.fi/onto/yso/p796,yliluonnolliset olennot,kulttuuriset objektit,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1141,ympäristöhaitat,,,exactMatch,,http://www.yso.fi/onto/yso/p9861,ympäristöhaitat,haitat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1142,ympäristökysymykset,,,exactMatch,,http://www.yso.fi/onto/yso/p4339,ympäristökysymykset,yhteiskunnalliset objektit,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1143,ympäristöliikkeet,,,exactMatch,,http://www.yso.fi/onto/yso/p12,ympäristöliikkeet,yhteiskunnalliset liikkeet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1024,ympäristömyrkyt,,,exactMatch,,http://www.yso.fi/onto/yso/p2359,ympäristömyrkyt,myrkyt,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1052,ympäristön saastuminen,,saastuminen,exactMatch,,http://www.yso.fi/onto/yso/p4340,ympäristön saastuminen,saastuminen,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1144,ympäristön tila,,,exactMatch,,http://www.yso.fi/onto/yso/p4342,ympäristön tila,olosuhteet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L741,ympäristönsuojelu,,,exactMatch,,http://www.yso.fi/onto/yso/p13,ympäristönsuojelu,suojelu,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1145,ympäristöongelmat,,,exactMatch,,http://www.yso.fi/onto/yso/p4341,ympäristöongelmat,ongelmat,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1146,ympäristöonnettomuudet,,,exactMatch,,http://www.yso.fi/onto/yso/p7748,ympäristöonnettomuudet,onnettomuudet,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1147,ympäristöpolitiikka,,,exactMatch,,http://www.yso.fi/onto/yso/p9678,ympäristöpolitiikka,yhteiskuntapolitiikka,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1148,ympäristövahingot,,,exactMatch,,http://www.yso.fi/onto/yso/p1062,ympäristövahingot,vahingot,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1149,ympäristövaikutukset,,,exactMatch,,http://www.yso.fi/onto/yso/p9862,ympäristövaikutukset,vaikutukset,K
Satu,http://urn.fi/URN:NBN:fi:au:lapponica:L1150,ympäristövauriot,,,closeMatch,,http://www.yso.fi/onto/yso/p9861,ympäristöhaitat,haitat,K
