IPTC-sanasto v2.1 3/2011. Lähde: IPTC NewsCodes http://cv.iptc.org/newscodes/subjectcode,,,,,
,,,,,
,15095000,,,Naginata,"Perintainen japanilainen budolaji, jossa aseena on puinen peitsi. ""Naginata"" tarkoittaa keihästä, jossa on kaartuva terä."
,15096000,,,Kyudo,"Perinteinen japanilainen budolaji, jossa aseena on bambusta valmistettu jousi ja nuolet, joskus kutsutaan myös japanilaiseksi jousiammunnaksi. (Japanin kansallisen urheilufestivaalin ohjelmassa)"
,15097000,,,Kabaddi,"Peli, jossa hyökkäävä puoli saa pisteitä koskettamalla vastapuolta ja puolustajat ottamalla vastapuolen jäseniä kiinni. Hyökkääjä jatkaa peliä huutamalla ""kabaddi""."
,15098000,,,Sepak takraw,"Lentopallon tyyppinen peli, jossa ei saa käyttää käsiä. Pallo on valmistettu rottingista. (Japanin kansallisen urheilufestivaalin ohjelmassa)"
,15099000,,,Wushu,Perinteinen kiinalainen kamppailulaji. (Japanin kansallisen urheilufestivaalin ohjelmassa)
,15100000,,,Darts,
,15101000,,,Kehonrakennus,
,15102000,,,Urheilun kurinpitotoimet,
,15103000,,,Urheilupalkinnot,
16000000,,,,Levottomuudet Konfliktit Sodat,"Protestit ja/tai väkivalta, joiden vaikuttimet ovat poliittiset tai yhteiskunnalliset. Esim. terrorismin alle omia kokonaisuuksia: New Yorkin terrori-isku 2001"
,16001000,,,Terroriteot,
,16002000,,,Aseelliset konfliktit,
,16003000,,,Levottomuudet,
,,16003001,,Vallankumoukset,
,,16003002,,Kapinat,
,,16003003,,Poliittiset kiistat Toisinajattelijat,
,,16003004,,Uskonnolliset ristiriidat,
,,16003005,,Sosiaaliset ristiriidat,
,16004000,,,Vallankaappaukset,
,16005000,,,Sissitoiminta,
,,16005001,,Bioterrorismi,
,,16005002,,Pommitukset,
,16006000,,,Joukkomurha,
,,16006001,,Kansanmurha,
,16007000,,,Mellakat,
,16008000,,,Mielenosoitukset,
,16009000,,,Sodat,
,,16009001,,Sisällissota,
,,16009002,,Kansainvälinen sotilaallinen väliintulo,
,,16009003,,Sotavangit,
,16010000,,,Muut konfliktit,
,,16010001,,Rauhanturvajoukot,
,16011000,,,Kriisit,
,16012000,,,Aseet,
17000000,,,,Sää,Meteorologisten ilmiöiden tutkiminen ja ennustaminen sekä niistä tiedottaminen.
,17001000,,,Sääennusteet,
,17002000,,,Ilmastonmuutokset,Kasvihuoneilmiö ympäristössä
,17003000,,,Säätiedotteet,"Ajokeli, merisää, siitepöly"
,,17003001,,Sääuutiset,
,17004000,,,Säätilastot,
,17005000,,,Säävaroitukset,"Jää, kulo, levä, lumi, metsäpalo, myrsky, tuuli"
