IPTC-sanasto v2.1 3/2011. Lähde: IPTC NewsCodes http://cv.iptc.org/newscodes/subjectcode,,,,,
,,,,,
,,02008001,,Riita-asiat,"Riidanalaisten asioiden vienti oikeuteen, siviiliprosessit"
,,02008002,,Sovittelu,Riidanlaisten asioiden sopiminen neuvottelemalla. 
,,02008003,,Oikeudenkäynnin valmistelu,"Oikeudenkäyntiä edeltävät tapahtumat: vetoomukset, takuut, aloitteet,pantit jne. "
,02009000,,,Syyttäjälaitos,
,,02009001,,Syytetyt,
,,02009002,,Todistajat,
,02010000,,,Järjestäytynyt rikollisuus,"Jengien ja rikollisryhmien huume-, prostituutio-, salakuljetus-, talous-, ja väkivaltarikollisuus "
,02011000,,,Kansainväliset lait,
,,02011001,,Kansainväliset tuomioistuimet,"Euroopan ihmisoikeustuomioistuin, Haagin sotarikostuomioistuin jne. "
,,02011002,,Rikoksentekijän luovutus,Rikollisten ja rikoksista epäiltyjen luovutus valtiosta toiseen.  
,02012000,,,Organisaatiorikokset,
,,02012001,,Petos,
,,02012002,,Kavallus,
,,02012003,,Kilpailurajoitukset,
,,02012004,,Sopimusrikokset,
,,02012005,,Kartellirikokset,
,,02012006,,Korruptio,
,,02012007,,Lahjonta,"Maksut ja etuudet, joilla yritetään vaikuttaa oikeudenkäynteihin tai niiden aloittamiseen. "
,02013000,,,Sotarikokset,"Sodan ja konfliktin aikana tehdyt, erityisesti siviileihin ja sotavankeihin kohdistuvat, rikokset sekä tälläisistä rikoksista syyttäminen. "
,02014000,,,Kuolemansyyntutkinta,
,02015000,,,Tutkinta,
,02016000,,,Kuuleminen,
03000000,,,,Onnettomuudet,"Ihmisten aiheuttamat tapahtumat tai luonnonilmiöt, joiden johdosta kuolee tai vammautuu eläviä olentoja tai jotka johtavat omaisuuden vahingoittumiseen."
,03001000,,,Kuivuus,
,03002000,,,Maanjäristykset,
,03003000,,,Nälänhätä,
,03004000,,,Tulipalot ,
,03005000,,,Tulvat ,
,03006000,,,Teollisuusonnettomuudet,
,,03006001,,Rakennesortumat,"Rakennuksen, sillan tai muun rakennelman sortuminen"
,03007000,,,Säätuhot,Säästä johtuvat ja säähän liittyvät onnettomuudet
,,03007001,,Myrskyt,"Kovan tuulen aiheuttamat tuhoisat myrskyt, ei hurrikaanit."
,03008000,,,Ydinonnettomuudet,
,03009000,,,Ympäristöonnettomuudet,
,03010000,,,Liikenneonnettomuudet,
,,03010001,,Tieliikenneonnettomuudet,Moottoriajoneuvo- ja kevyen liikenteen onnettomuudet
,,03010002,,Raideliikenneonnettomuudet,"Juna-, metro- ja raitiovaunuonnettomuudet"
,,03010003,,Lento-onnettomuudet,"Siviili- ja sotilaskoneonnettomuudet, kuumailmapallo- ilmalaivaonnettomuudet"
,,03010004,,Vesiliikenneonnettomuudet,"Haaksirikot, karilleajot, laiva- vene- ja sukellusveneonnettomuudet"
,03011000,,,Tulivuorenpurkaukset,
,03012000,,,Pelastusjärjestöt,
,03013000,,,Tapaturmat,
,03014000,,,Onnettomuudet yleistä,
,,03014001,,Räjähdysonnettomuudet,
,03015000,,,Katastrofit,"Vakava tai äkillinen, laaja onnettomuus SELITYSLISÄYS?"
,,03015001,,Luonnononnettomuudet,Tuhoisat luonnononnettomuudet
,,03015002,,Lumivyöryt Maanvyörymät,Äkillinen lumen tai maa-aineksen vyöryminen.
,03016000,,,Onnettomuuksien ehkäisy ,
,03017000,,,Pelastustoiminta,
04000000,,,,Talous,"Vaurauden ja varallisuuden suunnitteluun, tuottamiseen ja vaihtoon liittyvät asiat."
,04001000,,,Maatalous Metsätalous,
,,04001001,,Peltoviljely,Sisältää puutarhatalouden.
,,04001002,,Kalatalous,
,,04001003,,Metsätalous,
,,04001004,,Karjatalous,Sisältää porotalouden.
,,04001005,,Viininviljely,
,,04001006,,Vesiviljely,Kasvien tai eläinten kasvattaminen vedessä ihmisten käyttöön.
,04002000,,,Kemianteollisuus,
,,04002001,,Bioteollisuus,
,,04002002,,Lannoitteet,
,,04002003,,Hygieniatuotteet Kosmetiikka,
,,04002004,,Epäorgaaniset kemikaalit,
,,04002005,,Orgaaniset kemikaalit,Muovit ja maalit
,,04002006,,Lääketeollisuus,
,,04002007,,Synteettiset tuotteet Muovituotteet,"Synteettinen kumi, tekokuidut, muovit, hartsit"
,04003000,,,Tietotekniikka,
,,04003001,,Tietokoneet Laitteistot,
,,04003002,,Tietoverkot,
,,04003003,,Satelliittiteknologia,
,,04003004,,Puolijohteet Komponentit,
,,04003005,,Ohjelmistot,
,,04003006,,Tietoliikennelaitteet,"Mm. faksit, lankapuhelimet, modeemit"
,,04003007,,Tietoliikennepalvelut,
,,04003008,,Tietoturva,
,,04003009,,Langaton teknologia,Mm. matkapuhelimet
,04004000,,,Rakentaminen Kiinteistöt,
,,04004001,,Maarakennus Teollisuusrakennus Vesirakennus,
,,04004002,,Talonrakennus,
,,04004003,,Kiinteistökauppa,
,,04004004,,Maatilat ,
,,04004005,,Maan hinta,"Maan hinta erityisesti kaupalliseen tarkoitukseen, asumiskäyttöön tai viljelyyn sopivilla alueilla "
,,04004006,,Kiinteistöjen kunnostus ,"Kiinteistöjen ym kunnostus entiselle paremmalle tasolleen puhdistamalla, korjaamalla tai uudelleen rakentamalla."
,,04004007,,Tekninen palvelu ja suunnittelu,"Teiden, toimistojen, tehtaiden jne. muotoilu ja suunnittelu tekijöinä insinöörit, arkkitehdit ym "
,04005000,,,Energia Raaka-aineet,
,,04005001,,Vaihtoehtoiset energialähteet,
,,04005002,,Hiili,
,,04005003,,Öljyn ja kaasun jalostus,
,,04005004,,Öljyn ja kaasun etsintä ja tuotanto,
,,04005005,,Ydinvoima,
,,04005006,,Sähköntuotanto Sähkönjakelu,
,,04005007,,Jätehuolto Päästöjen valvonta,
,,04005008,,Vesivarat ,
,,04005009,,Muut energiavarat,
,,04005010,,Energia yleistä,
,,04005011,,Maakaasu,Enimmäkseen metaania sisältävä luonnossa esiintyvä ja  maasta saatava  helposti syttyvä kaasu.
,,04005012,,Bensiini,Nestemäinen öljynjalostustuote jota käytetään ajoneuvojen moottorien polttoaineena.
,,04005013,,Dieselöljy,"Bensiiniä raskaampi raakaöljyn jalostustuote, jota käytetään dieselmoottorien polttoaineena."
,,04005014,,Kerosiini,"Kerosiini on petroli, jota käytetään lentokoneiden suihkuturbiinien polttoaineena. Öljylampuissa käytettävä valopetroli on myös kerosiinia. "
,04006000,,,Rahoituspalvelut Liike-elämän palvelut,
,,04006001,,Kirjanpito Tilintarkastus,
,,04006002,,Pankkitoiminta,
,,04006003,,Konsultointi,
,,04006004,,Työnvälitys,
,,04006005,,Terveydenhoitopalvelut,
,,04006006,,Vakuutustoiminta,
,,04006007,,Lakipalvelut,
,,04006008,,Markkinatutkimus,
,,04006009,,Arvopaperivälitys,
,,04006010,,Piensijoittaminen,
,,04006011,,Kuluttajakäyttäytyminen,
,,04006012,,Kuljetuspalvelut,
,,04006013,,Yksityiset palvelut,"Esim. kampaamot, hoitolat jne."
,,04006014,,Kiinteistöhuolto,
,,04006015,,Hautauspalvelut,
,,04006016,,Vuokraamot,"Esim. autovuokraamot, pukuvuokraamot, työkaluvuokraamot"
,,04006017,,Hääpalvelut,
,,04006018,,Henkilökohtainen talous ,Yksityisen ihmisen oma talous:  tulot ja menot.
,,04006019,,Ansiotulot,
,,04006020,,Huutokaupat,Myynti tarjousten perusteella.
,,04006021,,Pienpainatteet,"Esitteet, ilmoitukset, kyltit jne."
,,04006022,,Sijoitusneuvonta ja -palvelu  ,Rahoitusneuvonta; ei osakkeiden välitys tai konsultointi.
,04007000,,,Kulutustavarat,
,,04007001,,Vaatteet,
,,04007002,,Tavaratalot,
,,04007003,,Elintarvikkeet,
,,04007004,,Postimyynti,
,,04007005,,Vähittäiskauppa,
,,04007006,,Erikoisliikkeet,
,,04007007,,Tukkukauppa,
,,04007008,,Juomat,
,,04007009,,Verkkokauppa,
,,04007010,,Ylellisyystavarat,
,,04007011,,Päivittäistavarat,
,,04007012,,Leikkikalut,
,04008000,,,Makrotalous,"Kansantalous, globaali talous"
,,04008001,,Keskuspankit,
,,04008002,,Kuluttaja-asiat,
,,04008003,,Velkamarkkinat,
,,04008004,,Talouden indikaattorit,
,,04008005,,Kehittyvät markkinat,Kehittyvien maiden velkaongelma
,,04008006,,Valuuttamarkkinat,
,,04008007,,Valtion tuet,
,,04008008,,Valtion velka,
,,04008009,,Korko,
,,04008010,,Kansainväliset talousjärjestöt,
,,04008011,,Kansainvälinen kauppa,
,,04008012,,Rahamarkkinat,"Pankkilainamarkkinat, pitkän ja lyhyen rahan markkinat"
,,04008013,,Talousjärjestöt,"Liike-elämän, teollisuuden ja kaupan järjestöt"
,,04008014,,Kuluttajien luottamus talouteen,
,,04008015,,Kansainväliset kauppakiistat,
,,04008016,,Inflaatio Deflaatio,
,,04008017,,Hinnat,"Tavaroiden, palvelujen, osakkeiden ja joukkovelkakirjojen arvo rahassa mitattuna."
,,04008018,,Valuuttakurssit,Valuutan arvo toisella valuutalla mitattuna.
,,04008019,,Budjetointi Budjetit,Tuottojen ja kulujen tasapainottaminen
,,04008020,,Luotto Velka,
,,04008021,,Lainat,Sopimus jolla joku - yksilö tai yhteisö - antaa tilapäisesti  toisen käyttöön rahaa sovitulla korolla ja takaisinmaksuajalla.
,,04008022,,Kiinnelainat,Laina maa- tai rakennuskiinteistön ostamiseksi. Myös asuinrakennuksen kunnostukseen kiinteistön osakkaalle myönnetty laina.
,,04008023,,Rahoitusmarkkinat,"Instituutiot (organisaatiot, pelisäännöt) joiden puitteissa käydään kauppaa yritysten tai muiden yhteisöjen osakkeilla tai rahoitusinstrumenteilla;  valuuttakauppa mukaanlukien."
,,04008024,,Raaka-ainemarkkinat,"Puuvillan, öjlyn, hiilen, metallien ja muiden vastaavien hyödykkeiden kauppa ja välitys."
,,04008025,,Investoinnit,"Yritysvelkakirjojen, osakkeiden, rakaa-aineiden, valuuttojen yms spekulatiivinen hankinta."
,,04008026,,Osakkeet,"Yrityksen arvopaperi, joka antaa omistajalleen omistusoikeuden osaan yrityksen tuloksesta."
,,04008027,,Joukkovelkakirjamarkkinat,"Yrityksen/julkishallinnon arvopaperi joka vastaa tietynsuuruista ja tietyllä korkotasolla myönnettyä lainaa, jonka yritys/valtio/kunta maksaa takaisin arvopaperin haltijalle."
,,04008028,,Sijoitusrahastot,"Iso joukko yhteisesti omistettuja osakkeita tai joukkovelkakirjoja jotka usein on ryhmitelty jonkin sijoittamiskriteerin mukaan; esim kasvu, tuotto, riski."
,,04008029,,Johdannaisvakuudet,"Rahoitusinstrumentit kuten futuurit, swapit tai optiot, joita käytetään riskien hallintaan ja joiden ominaispiirteet ja arvo riippuvat niiden pohjana olevien intstrumenttien piirteistä (osakkeet, joukkovelkakirjalainat, raaka-aineet, valuutat) "
,,04008030,,Tuonti,Ulkomailta  tuontimaassa myytäväksi tuodut hyödykkeet..
,,04008031,,Vienti,Omassa maassa tuotettujen hyödykkeiden vienti muihin maihin myytäväksi.
,,04008032,,Kauppasopimukset,Maiden väliset sopimukset tavaroiden ja palvelujen ostamiseksi ja myymiseksi.
,,04008033,,Kauppapolitiikka,"Valtiovallan päätökset, joilla säädellään vienti- ja tuontitavaroiden tariffeja, laivausta, kiintiöitä sekä sitä millaisia tavaroita voidaan viedä ja tuoda."
,,04008034,,Yritykset,
,,04008035,,Tullimaksut,
,,04008036,,Kauppatase,Tuonnin ja viennin rahallisen arvon erotus.
,04009000,,,Markkinat Pörssit,
,,04009001,,Energiapörssit,
,,04009002,,Metallipörssit,
,,04009003,,Arvopaperipörssit,
,,04009004,,Muut raaka-ainepörssit ,
,04010000,,,Media,
,,04010001,,Mainonta,
,,04010002,,Kirjankustannus,
,,04010003,,Elokuvateollisuus,
,,04010004,,Uutistoimistot,
,,04010005,,Sanomalehdet Aikakauslehdet,
,,04010006,,Verkkopalvelut,
,,04010007,,Suhdetoiminta,
,,04010008,,Radiotoiminta,
,,04010009,,Satelliittitelevisio Kaapelitelevisio,
,,04010010,,Televisiotoiminta,Myös digitelevisiotoiminta
,,04010011,,Musiikkiteollisuus,"Musiikin äänittäminen, tuottaminen ja markkinointi"
,04011000,,,Metalliteollisuus Konepajateollisuus,
,,04011001,,Lentokoneteollisuus Avaruusteknologia,
,,04011002,,Autoteollisuus,
,,04011003,,Sotateollisuus,
,,04011004,,Elektroniikkateollisuus Sähkölaiteteollisuus,
,,04011005,,Konepajateollisuus,
,,04011006,,Teollisuuden komponentit,
,,04011007,,Hienomekaaninen teollisuus,
,,04011008,,Laivanrakennus,
,,04011009,,Koneteollisuus,
,04012000,,,Metallit Mineraalit,
,,04012001,,Rakennusaineteollisuus,
,,04012002,,Jalometalliteollisuus,
,,04012003,,Rautateollisuus Terästeollisuus,
,,04012004,,Muu metalliteollisuus,
,,04012005,,Kaivostoiminta,
,04013000,,,Prosessiteollisuus,
,,04013001,,Alkoholijuomateollisuus,
,,04013002,,Elintarviketeollisuus,
,,04013003,,Huonekaluteollisuus,Sisältää sisustustarviketuotannon
,,04013004,,Paperiteollisuus Pakkausteollisuus,
,,04013005,,Kumiteollisuus,
,,04013006,,Virvoitusjuomateollisuus,
,,04013007,,Tekstiiliteollisuus Vaatetusteollisuus,Sisältää kenkäteollisuuden
,,04013008,,Tupakkateollisuus,
,04014000,,,Matkailu- ja vapaa-aikateollisuus,
,,04014001,,Kasinot Rahapeliyritykset,
,,04014002,,Majoituspalvelut,
,,04014003,,Urheiluvälineteollisuus,
,,04014004,,Ravintola-ala,
,,04014005,,Matkanjärjestäjät,
,04015000,,,Liikenne,Matkustajaliikenne ja rahtiliikenne
,,04015001,,Lentoliikenne,
,,04015002,,Rautatieliikenne,
,,04015003,,Tieliikenne,
,,04015004,,Vesiliikenne,
,04016000,,,Yritysinformaatio,
,,04016001,,Laskenta Tilintarkastus,
,,04016002,,Yhtiökokoukset,
,,04016003,,Vuosikertomukset,
,,04016004,,Kilpailuasiat,"Monopolit, määräävä markkina-asema, kartellit"
,,04016005,,Yritysostot Fuusiot,
,,04016006,,Analyytikon kommentit,
,,04016007,,Konkurssit,
,,04016008,,Yhtiöiden hallintoelimet,
,,04016009,,Osakkeiden takaisinosto,
,,04016010,,Toimitusjohtajan haastattelu,
,,04016011,,Henkilöstö,
,,04016012,,Yrityskuva,
,,04016013,,Kaupalliset sopimukset,
,,04016014,,Puolustusvoimien hankintasopimukset,Puolustustoimintaan liittyvät sopimukset. 
,,04016015,,Osinkoilmoitukset,
,,04016016,,Tulosennusteet,
,,04016017,,Rahoitusvaikeudet,
,,04016018,,Tulostiedotteet,
,,04016019,,Yritysrahoitus Osakeannit,
,,04016020,,Julkiset hankinnat,
,,04016021,,Kansainvälistyminen,
,,04016022,,Sisäpiirikaupat,
,,04016023,,Yhteisyritykset,
,,04016024,,Velkarahalla rahoitetut yritysostot LBO,
,,04016025,,Irtisanomiset,
,,04016026,,Lisensointisopimukset,
,,04016027,,Yhtiöoikeus ,
,,04016028,,Yritysjohto,
,,04016029,,Markkinointi,
,,04016030,,Tuoteuutuudet,
,,04016031,,Patentit Tekijänoikeus Tavaramerkit,
,,04016032,,Toimipaikkojen lakkauttaminen,
,,04016033,,Uudet toimipaikat,
,,04016034,,Yksityistäminen,
,,04016035,,Proxy filing,
,,04016036,,Luottoluokitus,
,,04016037,,Tutkimus ja kehittäminen,
,,04016038,,Osavuosikatsaukset,
,,04016039,,Rakennejärjestelyt,
,,04016040,,Spin-offs,Uusien yritysten luominen yhtiön osista
,,04016041,,Sijoittajasuhteet,
,,04016042,,Teollisuustuotanto,Kulutus- tai kestokulutushyödykkeiden valmistus.
,,04016043,,Tuottavuus,"Tavaran tai palvelun tuottamiseen tarvittava työ, mittarina usein tuotettu määrä yhtä henkilötyötuntia kohden."
,,04016044,,Varastot,"Tuottajan, tukkuliikkeen tai vähittäiskaupan hallussa olevat myymättömät tuotteet. "
,,04016045,,Myynti,Tavaroiden vaihtaminen rahaa vastaan
,,04016046,,Yhtymät ,"Muodollisesti organisoitu yritys, jolla on hallitus ja hierarkkinen hallintomalli."
,,04016047,,Osakkeenomistajat,"Kuka tahansa jolla on hallinnassaan yhtiön liikkeesenlaskema arvopaperi, jonka hinta vaihtelee ja oikeuttaa osinkoon."
,,04016048,,Yrityksen tuloskunto,"Yrityksen menestyminen mitattuna esim. nettotuotolla, tuotolla  osaketta kohden, osakkeen hinnan ja tuoton välisellä suhteella."
,,04016049,,Tappiot,Kun kulut ylittävät tuotot.
,,04016050,,Luottokelpoisuusluokitus,Luottotietoyhtiöiden muodollinen arvio yrityksen tai  maan sijoitusriskistä.
,,04016051,,Osakkeiden pilkkominen,Osakeyhtiön yhtä osaketta kohden lasketaan liikkeeseen useampia osakkeita. Käänteinen osakejako tapahtuu kun useampia liikkeeseenlaskettuja osakkeita kohden lasketaan liikkeeseen vain yksi.
,,04016052,,Osakeoptiot,Sopimus myydä tai ostaa osake kun sen hinta  saavuttaa tietyn tason
,,04016053,,Markkinoiltavedot,Yrityksen päätös vetää markkinoilta tai korjata viallinen tuote.
,,04016054,,Globalisaatio,Yritystoiminnan ulottaminen eri puolille maailmaa. 
,,04016055,,Kuluttajat,Tavaran tai palvelun ostajat
,,04016056,,Ostot Hankinnat,"Tuotannotekijät joita yritykset ostavat (raaka-aineet, toimistotarvikkeet jne.)"
,,04016057,,Uudet tuottteet,"Yrityksen markkinoille tuomat uudet tuotteet ja palvelut, esim. uusi lentoreitti"
,04017000,,,Talouselämä,
,,04017001,,Talouspolitiikka,"Valtiovallan politiikka, joka ohjaa tuotantoa, veroja, tariffeja ja liiketoiminnan yleisiä edellytyksia ja talouden tilaa"
,04018000,,,Liike-elämä ,
,,04018001,,Instituutio,"Vakiintunut laki, käytäntö, järjestelmä tai yhteisö, jolla on sosiaalisia, uskonnollisia, kasvatuksellisia yms tavoitteita, esim. sairaalan, vankilan ylläpito."
,04019000,,,Rahoitus,
,,04019001,,Rahapolitiikka,Keskuspankin liikkeessä olevan rahan määrään ja lainauskorkoon kohdistuvat toimenpiteet.
05000000,,,,Koulutus,Kaikenikäisten ihmisten tiedon ja tietämyksen lisääminen.
,05001000,,,Aikuiskoulutus,
,05002000,,,Jatkokoulutus,Jatkokoulutus tarkoittaa ammatti- ja korkeakoulututkinnon jälkeistä usein muodollista pätevyyttä lisäävää koulutusta.
,05003000,,,Koulun ja kodin yhteistyö,
,05004000,,,Esiopetus,Päiväkodeissa tai kouluissa
,05005000,,,Koulut Oppilaitokset,
,,05005001,,Perusopetuksen alaluokat,Luokat 1–6
,,05005002,,Perusopetuksen yläluokat,Luokat 7–9 (10)
,,05005003,,Toisen asteen koulutus,Lukiokoulutus ja ammatilliset perustutkinnot
,05006000,,,Opetusalan ammattijärjestöt,"Opettajien järjestöt palkka- ja muiden etujen ajamiseen, esim. OAJ"
,05007000,,,Ammattikorkeakoulut Korkeakoulut Yliopistot,
,05008000,,,Kasvatus,Sisältää varhaiskasvatuksen
,05009000,,,Pääsykokeet Hakumenettelyt,
,05010000,,,Opetus ja oppiminen,Oppimistapahtuman molemmat osapuolet.
,,05010001,,Opiskelijat,"Kaikenikäiset ihmiset oppimassa ohjatussa tilanteessa, ei välttämättä luokkahuoneessa."
,,05010002,,Opettajat,
,,05010003,,Opetussuunnitelmat Opinto-ohjelmat,Oppilaitoksen tarjoamat kurssit ja niiden järjestäminen
,,05010004,,Kokeet Tentit Tutkinnot,Opiskelutulosten arviointi.
,05011000,,,Uskonnollinen opetus,"Minkä tahansa uskontokunnan järjestämä opetus. Tavallisesti, mutta ei aina, järjestetty kouluissa, joita ylläpitävät uskonnolliset yhteisöt."
,,05011001,,Katolinen koulu,Roomalaiskatolisen kirkon ylläpitämä koulu.
,,05011002,,Pappisseminaari,Minkä tahansa uskontokunnan pappeja kouluttava opetuslaitos.
,,05011003,,Yeshiva,Rabbien opetuslaitos.
,,05011004,,Madrasa,Islaminuskon opetuslaitos.
06000000,,,,Ympäristö,"Kaikki asiat, jotka liittyvät maapallon ja sen lähiympäristön ekosysteemin tilaan, suojeluun ja vahingoittumiseen."
,06001000,,,Uusiutuvat energialähteet,
,06002000,,,Luonnonsuojelu,Ihmisten toimien haitallisten vaikutusten vähentäminen.
,,06002001,,Uhanalaiset lajit ,
,,06002002,,Ekosysteemit,
,06003000,,,Energiansäästö,
,06004000,,,Ympäristöpolitiikka,
,06005000,,,Saastuminen,
,,06005001,,Ilman saastuminen ,
,,06005002,,Vesien saastuminen ,
,06006000,,,Luonnonvarat,
,,06006001,,Maa-alueet ,
,,06006002,,Puistot Virkistysalueet ,
,,06006003,,Metsät ,
,,06006004,,Suot ,
,,06006005,,Vuoret ,
,,06006006,,Joet ,
,,06006007,,Valtameret Meret ,
,,06006008,,Luonnonvaraiset eläimet,
,,06006009,,Energiavarat,
,06007000,,,Luonto,
,,06007001,,Tulokaslajit,Vierasperäiset eläin- ja kasvilajit
,06008000,,,Väestökysymykset,
,06009000,,,Jätteet,"Sisältää kierrätyksen, uudelleenkäytön."
,06010000,,,Vesivarat,
,06011000,,,Ilmaston lämpeneminen,
,06012000,,,Vaaralliset aineet ,
,06013000,,,Saastuneiden alueiden puhdistus,
07000000,,,,Terveys,Ihmisten kehon ja mielen hyvinvointiin liittyvät asiat.
,07001000,,,Sairaudet Taudit,
,,07001001,,Tartuntataudit,"Taudit, jotka voivat tarttua henkilöstä tai eläimestä toiseen."
,,07001002,,Virustaudit,Virusten aiheuttamat taudit.
,,07001003,,AIDS,"Acquired Immunity Deficiency Syndrome, parantumaton HI-viruksen aiheuttama immuunikatosairaus."
,,07001004,,Syöpä,"Vakava ja usein kuolemaan johtava sairaus, missä normaalit solut muuttuvat kasvaimiksi."
,,07001005,,Sydäntaudit,"Rappeuttava ja vakava tauti, jonka aiheuttaa sydänvaltimon kalkkeutuminen. "
,,07001006,,Alzheimerin tauti,"Aivojen toimintahäiriö, joka johtaa dementiaan."
,,07001007,,Eläintaudit,"Eläinten sairaudet, jotka eivät välttämättä vaaranna ihmisiä."
,,07001008,,Kasvitaudit,Loisten tai ympäristötekijöiden aiheuttamat kasvisairaudet.
,,07001009,,Retrovirukset,"RNA-virusten joukko, jotka aiheuttavat esimerkiksi leukemiaa ja AIDS:ia."
,07002000,,,Epidemiat,
,07003000,,,Terveydenhoito,
,,07003001,,Reseptilääkkeet,"Lääkkeet, joita voidaan hankkia vain lääkärin antamalla lääkemääräyksellä."
,,07003002,,Ravintoainevalmisteet,"Ravintoaineet, joita otetaan ruoan lisäksi terveyden vahvistamiseksi."
